"","site","plot","trt","code_original","X","code","taxon","rep","envelope_multi","date","leaf.area.sample","total.leaf.area","leaf_wet_g","leaf_dry_g","sla_cm2.g.1","leaf_dry_mg","ldmc_mg.g","notes_combined","code_v1","type","code_field","taxon.y","duration","status","title","site_trt_plot","epicollect_title","category","species_notes_if_","percent_cover","block"
"175","arch",1,"control","pano",FALSE,"pase","paspalum setaceum",1,196,"6/23/2023","arch_01_pano01_196",8.139,0.133,0.0291,279.6907216,29.1,218.7969925,"hard",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"176","arch",1,"control","pano",FALSE,"pase","paspalum setaceum",2,298,"6/27/2023","arch_01_pano02_298",5.706,0.101,0.0157,363.4394904,15.7,155.4455446,"",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"177","arch",8,"npk","pano",FALSE,"pase","paspalum setaceum",1,223,"6/23/2023","arch_08_pano01_223",26.992,0.505,0.1216,221.9736842,121.6,240.7920792,"hard","pase","graminoid","pase","paspalum setaceum","perennial","native","arch_npk_08","arch_npk_08","pano_(paspalum notatum) 8","plant","",8,"block_1"
"178","arch",8,"npk","pano",FALSE,"pase","paspalum setaceum",2,325,"6/27/2023","arch_08_pano02_325",19.365,0.376,0.0713,271.598878,71.3,189.6276596,"","pase","graminoid","pase","paspalum setaceum","perennial","native","arch_npk_08","arch_npk_08","pano_(paspalum notatum) 8","plant","",8,"block_1"
"179","arch",11,"control","pano",FALSE,"pase","paspalum setaceum",1,237,"6/24/2023","arch_11_pano01_237",12.321,0.252,0.0551,223.6116152,55.1,218.6507937,"hard","pase","graminoid","pase","paspalum setaceum","perennial","native","arch_control_11","arch_control_11","pano_(paspalum notatum) 1","plant","",1,"block_2"
"180","arch",11,"control","pano",FALSE,"pase","paspalum setaceum",2,353,"6/28/2023","arch_11_pano02_353",8.678,0.172,0.0349,248.6532951,34.9,202.9069767,"","pase","graminoid","pase","paspalum setaceum","perennial","native","arch_control_11","arch_control_11","pano_(paspalum notatum) 1","plant","",1,"block_2"
"181","arch",11,"control","pano",FALSE,"pase","paspalum setaceum",4,466,"6/30/2023","arch_11_pano04_466",14.786,0.262,0.0528,280.0378788,52.8,201.5267176,"hard","pase","graminoid","pase","paspalum setaceum","perennial","native","arch_control_11","arch_control_11","pano_(paspalum notatum) 1","plant","",1,"block_2"
"182","arch",18,"npk","pano",FALSE,"pase","paspalum setaceum",1,247,"6/24/2023","arch_18_pano01_247",11.575,0.175,0.0417,277.5779376,41.7,238.2857143,"hard","pase","graminoid","pase","paspalum setaceum","perennial","native","arch_npk_18","arch_npk_18","pano_(paspalum notatum) 3","plant","",3,"block_2"
"183","arch",18,"npk","pano",FALSE,"pase","paspalum setaceum",2,380,"6/28/2023","arch_18_pano02_380",12.276,0.194,0.0447,274.6308725,44.7,230.4123711,"","pase","graminoid","pase","paspalum setaceum","perennial","native","arch_npk_18","arch_npk_18","pano_(paspalum notatum) 3","plant","",3,"block_2"
"184","arch",18,"npk","pano",FALSE,"pase","paspalum setaceum",4,463,"6/30/2023","arch_18_pano04_463",7.495,0.119,0.0332,225.753012,33.2,278.9915966,"hard","pase","graminoid","pase","paspalum setaceum","perennial","native","arch_npk_18","arch_npk_18","pano_(paspalum notatum) 3","plant","",3,"block_2"
"185","arch",21,"control","pano",FALSE,"pase","paspalum setaceum",1,262,"6/26/2023","arch_21_pano01_262",8.369,0.118,0.031,269.9677419,31,262.7118644,"1diffleafhard",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_3"
"186","arch",21,"control","pano",FALSE,"pase","paspalum setaceum",2,413,"6/28/2023","arch_21_pano02_413",14.535,0.266,0.0498,291.8674699,49.8,187.2180451,"1licorleaf",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_3"
"187","arch",28,"npk","pano",FALSE,"pase","paspalum setaceum",1,277,"6/26/2023","arch_28_pano01_277",22.344,0.423,0.0892,250.4932735,89.2,210.8747045,"hard","pase","graminoid","pase","paspalum setaceum","perennial","native","arch_npk_28","arch_npk_28","pano_(paspalum notatum) 5","plant","",5,"block_3"
"188","arch",28,"npk","pano",FALSE,"pase","paspalum setaceum",2,440,"6/28/2023","arch_28_pano02_440",20.595,0.355,0.0672,306.4732143,67.2,189.2957746,"","pase","graminoid","pase","paspalum setaceum","perennial","native","arch_npk_28","arch_npk_28","pano_(paspalum notatum) 5","plant","",5,"block_3"
"189","temple",1,"control","phmo",TRUE,"phmo","physalis mollis",1,125,"5/25/2023","temple_01_phmo01_125",10.488,0.19,0.0541,193.8632163,54.1,284.7368421,"","phmo","forb","phmo","physalis mollis","perennial","native","temple_control_01","temple_control_01","phmo_(physalis mollis)","plant","",2,"block_1"
"190","temple",1,"control","phmo",TRUE,"phmo","physalis mollis",2,128,"5/25/2023","temple_01_phmo02_128",15.526,0.29,0.0708,219.2937853,70.8,244.137931,"","phmo","forb","phmo","physalis mollis","perennial","native","temple_control_01","temple_control_01","phmo_(physalis mollis)","plant","",2,"block_1"
"191","arch",28,"npk","spiderpoint",FALSE,"pigr","pityopsis graminifolia",1,452,"6/28/2023","arch_28_spiderpoint01_452",3.413,0.103,0.0249,137.0682731,24.9,241.7475728,"spiderpoint. silky aster","pigr","forb","spiderpoint","pityopsis graminifolia","perennial","native","arch_npk_28","arch_npk_28","2plant 3","plant","pityopsis graminifolia",3,"block_3"
"192","arch",28,"npk","spiderpoint",FALSE,"pigr","pityopsis graminifolia",2,455,"6/28/2023","arch_28_spiderpoint02_455",3.276,0.094,0.0241,135.93361,24.1,256.3829787,"spiderpoint. silky aster","pigr","forb","spiderpoint","pityopsis graminifolia","perennial","native","arch_npk_28","arch_npk_28","2plant 3","plant","pityopsis graminifolia",3,"block_3"
"193","temple",1,"control","grass",FALSE,"poacea","poaceae sp.",1,119,"5/24/2023","temple_01_grass01_119",9.925,0.13,0.0658,150.8358663,65.8,506.1538462,NA,"poacea","graminoid","poacea","poaceae sp.","perennial","native","temple_control_01","temple_control_01","2plant_(family)","plant","",1,"block_1"
"194","temple",1,"control","grass",FALSE,"poacea","poaceae sp.",2,122,"5/24/2023","temple_01_grass02_122",9.27,0.11,0.0471,196.8152866,47.1,428.1818182,NA,"poacea","graminoid","poacea","poaceae sp.","perennial","native","temple_control_01","temple_control_01","2plant_(family)","plant","",1,"block_1"
"195","sevi",8,"control","poja",TRUE,"poja","pomaria jamesii",3,482,"9/11/2023","sevi_08_poja03licor_482_003",3.09,0.0826,0.02,154.5,20,242.1307506,"3licorHard",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"196","sevi",8,"control","poja",TRUE,"poja","pomaria jamesii",3,482,"9/11/2023","sevi_08_poja03licor2_482_004",2.649,0.0826,0.02,132.45,20,242.1307506,"3licor2Hard",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"197","sevi",8,"control","poja",TRUE,"poja","pomaria jamesii",3,482,"9/11/2023","sevi_08_poja03newleaf_482_005",3.216,0.0826,0.02,160.8,20,242.1307506,"3newleafHard",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"198","sevi",8,"control","poja",TRUE,"poja","pomaria jamesii",3,482,"9/11/2023","sevi_08_poja03newleaf2_482_006",2.55,0.0826,0.02,127.5,20,242.1307506,"3newleaf2Hard",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"199","sevi",8,"control","poja",TRUE,"poja","pomaria jamesii",1,497,"9/11/2023","sevi_08_poja01_497_002",0.483,0.0239,0.096,5.03125,96,4016.736402,"Hard",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"200","sevi",12,"control","poja",TRUE,"poja","pomaria jamesii",1,513,"9/10/2023","sevi_12_poja01licorleaf_513_017",6.492,0.1799,0.0381,170.3937008,38.1,211.7843246,"1licorleafHard smaller bag inside ","poja","forb","poja","pomaria jamesii","perennial","native","sevi_control_12","sevi_control_12","poja_pomaria jamesii 4","plant","",4,"block_1"
"201","sevi",12,"control","poja",TRUE,"poja","pomaria jamesii",2,645,"9/13/2023","sevi_12_poja02_645_049",1.211,0.1513,0.027,44.85185185,27,178.4534038,"12C0.374305556","poja","forb","poja","pomaria jamesii","perennial","native","sevi_control_12","sevi_control_12","poja_pomaria jamesii 4","plant","",4,"block_1"
"202","sevi",15,"npk","poja",TRUE,"poja","pomaria jamesii",1,528,"9/11/2023","sevi_15_poja01_528_007",4.355,0.1605,0.0314,138.6942675,31.4,195.6386293,"Hard",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"203","sevi",15,"npk","poja",TRUE,"poja","pomaria jamesii",2,594,"9/12/2023","sevi_15_poja02_594_027",1.119,0.1421,0.0324,34.53703704,32.4,228.0084448,"",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"204","sevi",15,"npk","poja",TRUE,"poja","pomaria jamesii",3,639,"9/13/2023","sevi_15_poja03_639_050",4.452,0.1974,0.0409,108.8508557,40.9,207.1935157,"15N0.3875",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"205","sevi",35,"control","poja",TRUE,"poja","pomaria jamesii",1,558,"9/12/2023","sevi_35_poja01_558_008",1.499,0.1399,0.03,49.96666667,30,214.4388849,"Hard","poja","forb","poja","pomaria jamesii","perennial","native","sevi_control_35","sevi_control_35","poja_pomaria jamesii 0.5","plant","",0.5,"block_1"
"206","sevi",39,"npk","poja",TRUE,"poja","pomaria jamesii",1,537,"9/12/2023","sevi_39_poja01_537_022",6.988,0.2109,0.0508,137.5590551,50.8,240.8724514,"Hard",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"207","sevi",40,"control","poja",TRUE,"poja","pomaria jamesii",1,564,"9/12/2023","sevi_40_poja01_564_032",3.131,0.1516,0.0312,100.3525641,31.2,205.8047493,"",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"208","lubb",8,"control","prgl2",TRUE,"prgl2","prosopis glandulosa",2,146,"6/7/2023","lubb_08_prgl02_146",11.124,0.4062,0.1716,64.82517483,171.6,422.4519941,"hard",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"209","lubb",8,"control","prgl2",TRUE,"prgl2","prosopis glandulosa",7,178,"6/16/2023","lubb_08_prgl07_178",8.009,0.288,0.1069,74.92048644,106.9,371.1805556,"",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"210","lubb",8,"control","prgl2",TRUE,"prgl2","prosopis glandulosa",8,181,"6/16/2023","lubb_08_prgl08_181",17.073,0.6047,0.2724,62.67621145,272.4,450.4713081,"",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"211","lubb",8,"control","prgl2",TRUE,"prgl2","prosopis glandulosa",9,184,"6/16/2023","lubb_08_prgl09_184",4.938,0.1576,0.0637,77.51962323,63.7,404.1878173,"",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"212","lubb",27,"npk","prgl2",TRUE,"prgl2","prosopis glandulosa",2,36,"6/6/2023","lubb_27_prgl02_036",1.418,0.055,0.0195,72.71794872,19.5,354.5454545,"hard","prgl2","forb","prgl2","prosopis glandulosa","perennial","native","lubb_npk_27","lubb_npk_27","prgl2_(prosopis glandulosa) 5","plant","",5,"block_2"
"213","lubb",27,"npk","prgl2",TRUE,"prgl2","prosopis glandulosa",1,126,"6/5/2023","lubb_27_prgl01_126",4.341,0.1931,0.075,57.88,75,388.3997929,"3 SLA scas","prgl2","forb","prgl2","prosopis glandulosa","perennial","native","lubb_npk_27","lubb_npk_27","prgl2_(prosopis glandulosa) 5","plant","",5,"block_2"
"214","lubb",27,"npk","prgl2",TRUE,"prgl2","prosopis glandulosa",3,150,"6/7/2023","lubb_27_prgl03_150",11.169,0.4774,0.2037,54.83063328,203.7,426.686217,"hard; SW plot SW corner","prgl2","forb","prgl2","prosopis glandulosa","perennial","native","lubb_npk_27","lubb_npk_27","prgl2_(prosopis glandulosa) 5","plant","",5,"block_2"
"215","lubb",27,"npk","prgl2",TRUE,"prgl2","prosopis glandulosa",4,151,"6/7/2023","lubb_27_prgl04_151",23.995,0.9048,0.4114,58.32523092,411.4,454.6861185,"hard; SW plot NW corner","prgl2","forb","prgl2","prosopis glandulosa","perennial","native","lubb_npk_27","lubb_npk_27","prgl2_(prosopis glandulosa) 5","plant","",5,"block_2"
"216","lubb",27,"npk","prgl2",TRUE,"prgl2","prosopis glandulosa",5,172,"6/16/2023","lubb_27_prgl05_172",13.977,0.4632,0.1422,98.29113924,142.2,306.9948187,"hard","prgl2","forb","prgl2","prosopis glandulosa","perennial","native","lubb_npk_27","lubb_npk_27","prgl2_(prosopis glandulosa) 5","plant","",5,"block_2"
"217","lubb",27,"npk","prgl2",TRUE,"prgl2","prosopis glandulosa",6,175,"6/16/2023","lubb_27_prgl06_175",11.524,0.4105,0.1936,59.52479339,193.6,471.6199756,"hard","prgl2","forb","prgl2","prosopis glandulosa","perennial","native","lubb_npk_27","lubb_npk_27","prgl2_(prosopis glandulosa) 5","plant","",5,"block_2"
"218","lubb",28,"control","prgl2",TRUE,"prgl2","prosopis glandulosa",2,51,"6/6/2023","lubb_28_prgl02_051",12.932,0.6839,0.2826,45.76079264,282.6,413.2183068,"hard","prgl2","forb","prgl2","prosopis glandulosa","perennial","native","lubb_control_28","lubb_control_28","prgl2_(prosopis glandulosa) 60","plant","",60,"block_2"
"219","lubb",28,"control","prgl2",TRUE,"prgl2","prosopis glandulosa",1,120,"6/5/2023","lubb_28_prgl01_120",12.308,0.395,0.1923,64.00416017,192.3,486.835443,"2 SLA scans","prgl2","forb","prgl2","prosopis glandulosa","perennial","native","lubb_control_28","lubb_control_28","prgl2_(prosopis glandulosa) 60","plant","",60,"block_2"
"220","lubb",37,"control","prgl2",TRUE,"prgl2","prosopis glandulosa",2,87,"6/7/2023","lubb_37_prgl02_087",20.745,1.0015,0.4068,50.99557522,406.8,406.1907139,"hard",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_3"
"221","lubb",37,"control","prgl2",TRUE,"prgl2","prosopis glandulosa",3,141,"6/7/2023","lubb_37_prgl03_141",24.016,0.9304,0.3957,60.69244377,395.7,425.3009458,"hard",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_3"
"222","temple",11,"control","pste",TRUE,"pste","psoralidium tenuiflorum",1,37,"5/25/2023","temple_11_pste01_037",2.339,0.01,0.0252,92.81746032,25.2,2520,"not confident about the wet weight (8/3)","pste","forb","pste","psoralidium tenuiflorum","perennial","native","temple_control_11","temple_control_11","pste_(psoralidium tenuiflorum)","plant","",4,"block_2"
"223","temple",11,"control","pste",TRUE,"pste","psoralidium tenuiflorum",2,40,"5/25/2023","temple_11_pste02_040",3.694,0.02,0.0432,85.50925926,43.2,2160,"","pste","forb","pste","psoralidium tenuiflorum","perennial","native","temple_control_11","temple_control_11","pste_(psoralidium tenuiflorum)","plant","",4,"block_2"
"224","arch",1,"control","ptpy",TRUE,"ptpy","pterocaulon pycnostachyum",2,304,"6/27/2023","arch_01_ptpy02_304",14.025,0.369,0.1023,137.0967742,102.3,277.2357724,"","ptpy","forb","ptpy","pterocaulon pycnostachyum","perennial","native","arch_control_01","arch_control_01","ptpy_(pterocaulon pycnostachyum) 2","plant","",2,"block_1"
"225","arch",1,"control","ptpy",TRUE,"ptpy","pterocaulon pycnostachyum",1,307,"6/27/2023","arch_01_ptpy01_307",18.089,0.534,0.1504,120.2726064,150.4,281.6479401,"","ptpy","forb","ptpy","pterocaulon pycnostachyum","perennial","native","arch_control_01","arch_control_01","ptpy_(pterocaulon pycnostachyum) 2","plant","",2,"block_1"
"226","arch",18,"npk","ptpy",TRUE,"ptpy","pterocaulon pycnostachyum",1,392,"6/28/2023","arch_18_ptpy01_392",12.97,0.327,0.0835,155.3293413,83.5,255.351682,"","ptpy","forb","ptpy","pterocaulon pycnostachyum","perennial","native","arch_npk_18","arch_npk_18","ptpy_(pterocaulon pycnostachyum) 5","plant","",5,"block_2"
"227","arch",18,"npk","ptpy",TRUE,"ptpy","pterocaulon pycnostachyum",2,395,"6/28/2023","arch_18_ptpy02_395",8.929,0.273,0.0689,129.5936139,68.9,252.3809524,"","ptpy","forb","ptpy","pterocaulon pycnostachyum","perennial","native","arch_npk_18","arch_npk_18","ptpy_(pterocaulon pycnostachyum) 5","plant","",5,"block_2"
"228","arch",1,"control","qumi",TRUE,"qumi","quercus minima",1,199,"6/23/2023","arch_01_qumi01_199",12.802,0.31,0.1409,90.85876508,140.9,454.516129,"hard","qumi","forb","qumi","quercus minima","perennial","native","arch_control_01","arch_control_01","qumi_(quercus minima) 4","plant","",4,"block_1"
"229","arch",1,"control","qumi",TRUE,"qumi","quercus minima",2,292,"6/27/2023","arch_01_qumi02_292",6.674,0.199,0.0987,67.61904762,98.7,495.9798995,"","qumi","forb","qumi","quercus minima","perennial","native","arch_control_01","arch_control_01","qumi_(quercus minima) 4","plant","",4,"block_1"
"230","arch",8,"npk","qumi",TRUE,"qumi","quercus minima",1,226,"6/23/2023","arch_08_qumi01_226",7.785,0.274,0.1443,53.95010395,144.3,526.6423358,"hard",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"231","arch",8,"npk","qumi",TRUE,"qumi","quercus minima",2,321,"6/27/2023","arch_08_qumi02_321",17.345,0.626,0.3049,56.8875041,304.9,487.0607029,"",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_1"
"232","arch",11,"control","qumi",TRUE,"qumi","quercus minima",1,202,"6/23/2023","arch_11_qumi01_202",14.599,0.534,0.2855,51.13485114,285.5,534.6441948,"hard","qumi","forb","qumi","quercus minima","perennial","native","arch_control_11","arch_control_11","qumi_(quercus minima) 24","plant","",24,"block_2"
"233","arch",11,"control","qumi",TRUE,"qumi","quercus minima",2,347,"6/28/2023","arch_11_qumi02_347",10.033,0.296,0.1515,66.22442244,151.5,511.8243243,"","qumi","forb","qumi","quercus minima","perennial","native","arch_control_11","arch_control_11","qumi_(quercus minima) 24","plant","",24,"block_2"
"234","arch",11,"control","qumi",TRUE,"qumi","quercus minima",4,368,"6/30/2023","arch_11_qumi04_368",13.339,0.393,0.1925,69.29350649,192.5,489.821883,"hard","qumi","forb","qumi","quercus minima","perennial","native","arch_control_11","arch_control_11","qumi_(quercus minima) 24","plant","",24,"block_2"
"235","arch",18,"npk","qumi",TRUE,"qumi","quercus minima",1,244,"6/24/2023","arch_18_qumi01_244",14.792,0.454,0.2372,62.3608769,237.2,522.4669604,"hard","qumi","forb","qumi","quercus minima","perennial","native","arch_npk_18","arch_npk_18","qumi_(quercus minima) 5","plant","",5,"block_2"
"236","arch",18,"npk","qumi",TRUE,"qumi","quercus minima",2,374,"6/28/2023","arch_18_qumi02_374",14.331,0.493,0.2579,55.56804963,257.9,523.1237323,"","qumi","forb","qumi","quercus minima","perennial","native","arch_npk_18","arch_npk_18","qumi_(quercus minima) 5","plant","",5,"block_2"
"237","arch",18,"npk","qumi",TRUE,"qumi","quercus minima",3,434,"6/28/2023","arch_18_qumi03_434",9.934,0.366,0.1824,54.4627193,182.4,498.3606557,"","qumi","forb","qumi","quercus minima","perennial","native","arch_npk_18","arch_npk_18","qumi_(quercus minima) 5","plant","",5,"block_2"
"238","arch",18,"npk","qumi",TRUE,"qumi","quercus minima",4,460,"6/30/2023","arch_18_qumi04_460",13.591,0.464,0.2529,53.74060894,252.9,545.0431034,"hard","qumi","forb","qumi","quercus minima","perennial","native","arch_npk_18","arch_npk_18","qumi_(quercus minima) 5","plant","",5,"block_2"
"239","arch",21,"control","qumi",TRUE,"qumi","quercus minima",1,256,"6/26/2023","arch_21_qumi01_256",11.64,0.44,0.2229,52.22072678,222.9,506.5909091,"hard","qumi","forb","qumi","quercus minima","perennial","native","arch_control_21","arch_control_21","qumi_(quercus minima) 8","plant","",8,"block_3"
"240","arch",21,"control","qumi",TRUE,"qumi","quercus minima",2,407,"6/28/2023","arch_21_qumi02_407",11.536,0.428,0.2219,51.9873817,221.9,518.4579439,"","qumi","forb","qumi","quercus minima","perennial","native","arch_control_21","arch_control_21","qumi_(quercus minima) 8","plant","",8,"block_3"
"241","arch",28,"npk","qumi",TRUE,"qumi","quercus minima",1,271,"6/26/2023","arch_28_qumi01_271",8.452,0.252,0.1014,83.3530572,101.4,402.3809524,"hard",NA,NA,NA,NA,"perennial","native",NA,NA,NA,NA,NA,0,"block_3"
"242","temple",1,"control","rutr",TRUE,"rutr","rubus trivialis",1,21,"5/24/2023","temple_01_rutr01_021",31.628,0.55,0.2792,113.2808023,279.2,507.6363636,"","rutr","forb","rutr","rubus trivialis","perennial","native","temple_control_01","temple_control_01","rutr_(rubus trivialis)","plant","",8,"block_1"
"243","temple",1,"control","rutr",TRUE,"rutr","rubus trivialis",1,21,"5/24/2023","temple_01_rutr01_021",31.628,0.55,0.2792,113.2808023,279.2,507.6363636,"","rutr","forb","rutr","rubus trivialis","perennial","native","temple_control_01","temple_control_01","rutr_(rubus trivialis)","plant","",16,"block_1"
"244","temple",1,"control","rutr",TRUE,"rutr","rubus trivialis",2,24,"5/24/2023","temple_01_rutr02_024",35.94,0.67,0.3082,116.6125892,308.2,460,"","rutr","forb","rutr","rubus trivialis","perennial","native","temple_control_01","temple_control_01","rutr_(rubus trivialis)","plant","",8,"block_1"
"245","temple",1,"control","rutr",TRUE,"rutr","rubus trivialis",2,24,"5/24/2023","temple_01_rutr02_024",35.94,0.67,0.3082,116.6125892,308.2,460,"","rutr","forb","rutr","rubus trivialis","perennial","native","temple_control_01","temple_control_01","rutr_(rubus trivialis)","plant","",16,"block_1"
"246","temple",1,"control","rutr",TRUE,"rutr","rubus trivialis",3,27,"45070","temple_01_rutr03_027",30.51,0.59,0.2982,102.3138833,298.2,505.4237288,NA,"rutr","forb","rutr","rubus trivialis","perennial","native","temple_control_01","temple_control_01","rutr_(rubus trivialis)","plant","",8,"block_1"
"247","temple",1,"control","rutr",TRUE,"rutr","rubus trivialis",3,27,"45070","temple_01_rutr03_027",30.51,0.59,0.2982,102.3138833,298.2,505.4237288,NA,"rutr","forb","rutr","rubus trivialis","perennial","native","temple_control_01","temple_control_01","rutr_(rubus trivialis)","plant","",16,"block_1"
"248","lubb",5,"npk","saka",FALSE,"satr","salsola tragus",2,3,"6/6/2023","lubb_05_saka02_003",7.573,0.5588,0.0708,106.9632768,70.8,126.7000716,"hard",NA,NA,NA,NA,"annual","introduced",NA,NA,NA,NA,NA,0,"block_1"
"249","sevi",6,"npk","satr",TRUE,"satr","salsola tragus",1,473,"9/10/2023","sevi_06_satr01_473_012",0.139,0.0086,0.0015,92.66666667,1.5,174.4186047,"Hard","satr","forb","satr","salsola tragus","annual","introduced","sevi_npk_06","sevi_npk_06","sakassp. tragu_salsola kali ssp. tragus 13","plant","",13,"block_1"
"250","sevi",6,"npk","satr",TRUE,"satr","salsola tragus",2,609,"9/10/2024","sevi_06_satr02_609_008",0.38,0.0359,0.0036,105.5555556,3.6,100.2785515,"","satr","forb","satr","salsola tragus","annual","introduced","sevi_npk_06","sevi_npk_06","sakassp. tragu_salsola kali ssp. tragus 13","plant","",13,"block_1"
"251","lubb",8,"control","saka",FALSE,"satr","salsola tragus",2,18,"6/7/2023","lubb_08_saka02_018",0.861,0.0635,0.0076,113.2894737,7.6,119.6850394,"hard","satr","forb","hyod","salsola tragus","annual","introduced","lubb_control_08","lubb_control_08","2plant_(notes required) 5","plant","",5,"block_1"
"252","lubb",8,"control","saka",FALSE,"satr","salsola tragus",2,18,"6/7/2023","lubb_08_saka02_018",0.861,0.0635,0.0076,113.2894737,7.6,119.6850394,"hard","satr","forb","saka","salsola tragus","annual","introduced","lubb_control_08","lubb_control_08","2plant_(notes required) 5","plant","",5,"block_1"
"253","lubb",8,"control","saka",FALSE,"satr","salsola tragus",1,222,"6/6/2023","lubb_08_saka01_222",2.217,0.1708,0.0205,108.1463415,20.5,120.0234192,"hard","satr","forb","hyod","salsola tragus","annual","introduced","lubb_control_08","lubb_control_08","2plant_(notes required) 5","plant","",5,"block_1"
"254","lubb",8,"control","saka",FALSE,"satr","salsola tragus",1,222,"6/6/2023","lubb_08_saka01_222",2.217,0.1708,0.0205,108.1463415,20.5,120.0234192,"hard","satr","forb","saka","salsola tragus","annual","introduced","lubb_control_08","lubb_control_08","2plant_(notes required) 5","plant","",5,"block_1"
"255","sevi",8,"control","satr",TRUE,"satr","salsola tragus",1,488,"9/12/2023","sevi_08_satr01_488_034",0.276,0.0158,0.0022,125.4545455,2.2,139.2405063,"Hard",NA,NA,NA,NA,"annual","introduced",NA,NA,NA,NA,NA,0,"block_1"
"256","sevi",15,"npk","satr",TRUE,"satr","salsola tragus",1,519,"9/12/2023","sevi_15_satr01_519_028",0.41,0.0411,0.0053,77.35849057,5.3,128.9537713,"Hard",NA,NA,NA,NA,"annual","introduced",NA,NA,NA,NA,NA,0,"block_1"
"257","sevi",15,"npk","satr",TRUE,"satr","salsola tragus",2,597,"9/12/2023","sevi_15_satr02_597_029",0.299,0.0257,0.0024,124.5833333,2.4,93.38521401,"",NA,NA,NA,NA,"annual","introduced",NA,NA,NA,NA,NA,0,"block_1"
"258","sevi",17,"npk","satr",TRUE,"satr","salsola tragus",1,534,"9/10/2023","sevi_17_satr01_534_011",0.94,0.0634,0.0088,106.8181818,8.8,138.8012618,"Hard",NA,NA,NA,NA,"annual","introduced",NA,NA,NA,NA,NA,0,"block_1"
"259","sevi",17,"npk","satr",TRUE,"satr","salsola tragus",2,621,"9/13/2023","sevi_17_satr02_621_051",0.487,0.0331,0.0033,147.5757576,3.3,99.6978852,"0.379861111111111, 17N",NA,NA,NA,NA,"annual","introduced",NA,NA,NA,NA,NA,0,"block_1"
"260","lubb",27,"npk","saka",FALSE,"satr","salsola tragus",2,33,"6/6/2023","lubb_27_saka02_033",2.759,0.2337,0.0344,80.20348837,34.4,147.1972614,"hard","satr","forb","hyod","salsola tragus","annual","introduced","lubb_npk_27","lubb_npk_27","2plant_(notes required) 3","plant","",3,"block_2"
"261","lubb",27,"npk","saka",FALSE,"satr","salsola tragus",2,33,"6/6/2023","lubb_27_saka02_033",2.759,0.2337,0.0344,80.20348837,34.4,147.1972614,"hard","satr","forb","saka","salsola tragus","annual","introduced","lubb_npk_27","lubb_npk_27","2plant_(notes required) 3","plant","",3,"block_2"
"262","lubb",27,"npk","saka",FALSE,"satr","salsola tragus",1,132,"6/6/2023","lubb_27_saka01_132",0.42,0.0296,0.0044,95.45454545,4.4,148.6486486,"possible weight ~ wet 0.0979 dry 0.0114","satr","forb","hyod","salsola tragus","annual","introduced","lubb_npk_27","lubb_npk_27","2plant_(notes required) 3","plant","",3,"block_2"
"263","lubb",27,"npk","saka",FALSE,"satr","salsola tragus",1,132,"6/6/2023","lubb_27_saka01_132",0.42,0.0296,0.0044,95.45454545,4.4,148.6486486,"possible weight ~ wet 0.0979 dry 0.0114","satr","forb","saka","salsola tragus","annual","introduced","lubb_npk_27","lubb_npk_27","2plant_(notes required) 3","plant","",3,"block_2"
"264","lubb",28,"control","saka",FALSE,"satr","salsola tragus",2,48,"6/6/2023","lubb_28_saka02_048",1.247,0.0979,0.0114,109.3859649,11.4,116.4453524,"",NA,NA,NA,NA,"annual","introduced",NA,NA,NA,NA,NA,0,"block_2"
