"","DatasetID","ObservationID","LastName","FirstName","Dataset","SpeciesName","AccSpeciesID","AccSpeciesName","ObsDataID","TraitID","TraitName","DataID","DataName","OriglName","OrigValueStr","OrigUnitStr","ValueKindName","OrigUncertaintyStr","UncertaintyName","Replicates","StdValue","UnitName","RelUncertaintyPercent","OrigObsDataID","ErrorRisk","Reference","Comment","StdValueStr","X","%nitrogen","%carbon","lat","long"
"601",412,3060893,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",32377261,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.211","%","Single",NA,"","",12.11,"mg/g",NA,NA,1.45847,"unpub.","%","",NA,12.11,442.2,45.4166666666667,-93.1666666666667
"602",412,3060900,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32377788,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,14.66,443.6,45.4166666666667,-93.1666666666667
"603",412,3060900,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32377789,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,14.66,443.6,45.4166666666667,-93.1666666666667
"604",412,3060900,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32377830,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","44.36","%","Single",NA,"","",443.6,"mg/g",NA,32371454,0.263055,"unpub.","%C","",NA,14.66,443.6,45.4166666666667,-93.1666666666667
"605",412,3060900,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32377831,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.466","%","Single",NA,"","",14.66,"mg/g",NA,NA,1.41288,"unpub.","%","",NA,14.66,443.6,45.4166666666667,-93.1666666666667
"606",412,3060969,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32383377,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,13.565,441.606,45.4166666666667,-93.1666666666667
"607",412,3060969,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32383378,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,13.565,441.606,45.4166666666667,-93.1666666666667
"608",412,3060969,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32383419,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","44.1606","%","Single",NA,"","",441.606,"mg/g",NA,32341636,0.300602,"unpub.","%C","",NA,13.565,441.606,45.4166666666667,-93.1666666666667
"609",412,3060969,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32383420,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.3565","%","Single",NA,"","",13.565,"mg/g",NA,NA,1.10435,"unpub.","%","",NA,13.565,441.606,45.4166666666667,-93.1666666666667
"610",412,3060979,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32384194,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,16.429,448.92,45.4166666666667,-93.1666666666667
"611",412,3060979,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32384195,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,16.429,448.92,45.4166666666667,-93.1666666666667
"612",412,3060979,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32384236,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","44.892","%","Single",NA,"","",448.92,"mg/g",NA,32340598,0.169324,"unpub.","%C","",NA,16.429,448.92,45.4166666666667,-93.1666666666667
"613",412,3060979,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32384237,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.6429","%","Single",NA,"","",16.429,"mg/g",NA,NA,2.09282,"unpub.","%","",NA,16.429,448.92,45.4166666666667,-93.1666666666667
"614",412,3060996,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32385561,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,19.231,446.551,45.4166666666667,-93.1666666666667
"615",412,3060996,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32385562,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,19.231,446.551,45.4166666666667,-93.1666666666667
"616",412,3060996,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32385603,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","44.6551","%","Single",NA,"","",446.551,"mg/g",NA,32341079,0.200766,"unpub.","%C","",NA,19.231,446.551,45.4166666666667,-93.1666666666667
"617",412,3060996,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32385604,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.9231","%","Single",NA,"","",19.231,"mg/g",NA,NA,3.03268,"unpub.","%","",NA,19.231,446.551,45.4166666666667,-93.1666666666667
"618",412,3061026,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32388004,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,13.558,440.38,45.4166666666667,-93.1666666666667
"619",412,3061026,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32388005,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,13.558,440.38,45.4166666666667,-93.1666666666667
"620",412,3061026,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32388046,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","44.038","%","Single",NA,"","",440.38,"mg/g",NA,32375638,0.320936,"unpub.","%C","",NA,13.558,440.38,45.4166666666667,-93.1666666666667
"621",412,3061026,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32388047,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.3558","%","Single",NA,"","",13.558,"mg/g",NA,32383420,1.10435,"unpub.","%","",NA,13.558,440.38,45.4166666666667,-93.1666666666667
"622",412,3061039,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32389043,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,16.7,448.77,45.4166666666667,-93.1666666666667
"623",412,3061039,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32389044,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,16.7,448.77,45.4166666666667,-93.1666666666667
"624",412,3061039,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32389085,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","44.877","%","Single",NA,"","",448.77,"mg/g",NA,32340598,0.169324,"unpub.","%C","",NA,16.7,448.77,45.4166666666667,-93.1666666666667
"625",412,3061039,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32389086,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.67","%","Single",NA,"","",16.7,"mg/g",NA,NA,2.19047,"unpub.","%","",NA,16.7,448.77,45.4166666666667,-93.1666666666667
"626",412,3061049,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",32389851,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,11.93,453.25,45.4166666666667,-93.1666666666667
"627",412,3061049,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",32389852,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,11.93,453.25,45.4166666666667,-93.1666666666667
"628",412,3061049,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",32389893,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","45.325","%","Single",NA,"","",453.25,"mg/g",NA,32367214,0.813265,"unpub.","%C","",NA,11.93,453.25,45.4166666666667,-93.1666666666667
"629",412,3061049,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",32389894,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.193","%","Single",NA,"","",11.93,"mg/g",NA,NA,1.50521,"unpub.","%","",NA,11.93,453.25,45.4166666666667,-93.1666666666667
"630",412,3061050,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32389926,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,13.83,443.37,45.4166666666667,-93.1666666666667
"631",412,3061050,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32389927,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,13.83,443.37,45.4166666666667,-93.1666666666667
"632",412,3061050,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32389968,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","44.337","%","Single",NA,"","",443.37,"mg/g",NA,32371454,0.263055,"unpub.","%C","",NA,13.83,443.37,45.4166666666667,-93.1666666666667
"633",412,3061050,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32389969,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.383","%","Single",NA,"","",13.83,"mg/g",NA,NA,1.06504,"unpub.","%","",NA,13.83,443.37,45.4166666666667,-93.1666666666667
"634",412,3061118,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32395490,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,15.02,441.29,45.4166666666667,-93.1666666666667
"635",412,3061118,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32395491,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,15.02,441.29,45.4166666666667,-93.1666666666667
"636",412,3061118,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32395532,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","44.129","%","Single",NA,"","",441.29,"mg/g",NA,32341636,0.300602,"unpub.","%C","",NA,15.02,441.29,45.4166666666667,-93.1666666666667
"637",412,3061118,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32395533,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.502","%","Single",NA,"","",15.02,"mg/g",NA,NA,1.55767,"unpub.","%","",NA,15.02,441.29,45.4166666666667,-93.1666666666667
"638",412,3061122,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32395809,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,18.76,454.62,45.4166666666667,-93.1666666666667
"639",412,3061122,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32395810,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,18.76,454.62,45.4166666666667,-93.1666666666667
"640",412,3061122,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32395851,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","45.462","%","Single",NA,"","",454.62,"mg/g",NA,32347813,0.412711,"unpub.","%C","",NA,18.76,454.62,45.4166666666667,-93.1666666666667
"641",412,3061122,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32395852,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.876","%","Single",NA,"","",18.76,"mg/g",NA,NA,2.88469,"unpub.","%","",NA,18.76,454.62,45.4166666666667,-93.1666666666667
"642",412,3061158,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32398772,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,18.953,448.616,45.4166666666667,-93.1666666666667
"643",412,3061158,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32398773,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,18.953,448.616,45.4166666666667,-93.1666666666667
"644",412,3061158,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32398814,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","44.8616","%","Single",NA,"","",448.616,"mg/g",NA,32340598,0.169324,"unpub.","%C","",NA,18.953,448.616,45.4166666666667,-93.1666666666667
"645",412,3061158,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32398815,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.8953","%","Single",NA,"","",18.953,"mg/g",NA,NA,2.94578,"unpub.","%","",NA,18.953,448.616,45.4166666666667,-93.1666666666667
"646",412,3061274,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32408197,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,13.52,445.54,45.4166666666667,-93.1666666666667
"647",412,3061274,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32408198,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,13.52,445.54,45.4166666666667,-93.1666666666667
"648",412,3061274,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32408239,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","44.554","%","Single",NA,"","",445.54,"mg/g",NA,32369367,0.220503,"unpub.","%C","",NA,13.52,445.54,45.4166666666667,-93.1666666666667
"649",412,3061274,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32408240,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.352","%","Single",NA,"","",13.52,"mg/g",NA,NA,1.11472,"unpub.","%","",NA,13.52,445.54,45.4166666666667,-93.1666666666667
"650",412,3061275,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32408272,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,13.27,437.73,45.4166666666667,-93.1666666666667
"651",412,3061275,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32408273,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,13.27,437.73,45.4166666666667,-93.1666666666667
"652",412,3061275,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32408313,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","43.773","%","Single",NA,"","",437.73,"mg/g",NA,NA,0.403325,"unpub.","%C","",NA,13.27,437.73,45.4166666666667,-93.1666666666667
"653",412,3061275,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32408314,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.327","%","Single",NA,"","",13.27,"mg/g",NA,NA,1.17297,"unpub.","%","",NA,13.27,437.73,45.4166666666667,-93.1666666666667
"654",412,3061280,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32408675,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,14.7,448.93,45.4166666666667,-93.1666666666667
"655",412,3061280,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32408676,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,14.7,448.93,45.4166666666667,-93.1666666666667
"656",412,3061280,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32408717,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","44.893","%","Single",NA,"","",448.93,"mg/g",NA,32340598,0.169324,"unpub.","%C","",NA,14.7,448.93,45.4166666666667,-93.1666666666667
"657",412,3061280,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32408718,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.47","%","Single",NA,"","",14.7,"mg/g",NA,NA,1.42915,"unpub.","%","",NA,14.7,448.93,45.4166666666667,-93.1666666666667
"658",412,3061284,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32408996,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,13.61,448.99,45.4166666666667,-93.1666666666667
"659",412,3061284,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32408997,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,13.61,448.99,45.4166666666667,-93.1666666666667
"660",412,3061284,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32409038,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","44.899","%","Single",NA,"","",448.99,"mg/g",NA,32340598,0.169324,"unpub.","%C","",NA,13.61,448.99,45.4166666666667,-93.1666666666667
"661",412,3061284,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32409039,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.361","%","Single",NA,"","",13.61,"mg/g",NA,NA,1.09401,"unpub.","%","",NA,13.61,448.99,45.4166666666667,-93.1666666666667
"662",412,3061294,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32409802,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,13.88,446.27,45.4166666666667,-93.1666666666667
"663",412,3061294,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32409803,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,13.88,446.27,45.4166666666667,-93.1666666666667
"664",412,3061294,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32409844,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","44.627","%","Single",NA,"","",446.27,"mg/g",NA,32341079,0.200766,"unpub.","%C","",NA,13.88,446.27,45.4166666666667,-93.1666666666667
"665",412,3061294,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32409845,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.388","%","Single",NA,"","",13.88,"mg/g",NA,NA,1.08657,"unpub.","%","",NA,13.88,446.27,45.4166666666667,-93.1666666666667
"666",412,3061304,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32410595,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,15.39,439.31,45.4166666666667,-93.1666666666667
"667",412,3061304,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32410596,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,15.39,439.31,45.4166666666667,-93.1666666666667
"668",412,3061304,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32410637,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","43.931","%","Single",NA,"","",439.31,"mg/g",NA,NA,0.347156,"unpub.","%C","",NA,15.39,439.31,45.4166666666667,-93.1666666666667
"669",412,3061304,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32410638,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.539","%","Single",NA,"","",15.39,"mg/g",NA,NA,1.70291,"unpub.","%","",NA,15.39,439.31,45.4166666666667,-93.1666666666667
"670",412,3061312,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32411228,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,12.8,455.79,45.4166666666667,-93.1666666666667
"671",412,3061312,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32411229,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,12.8,455.79,45.4166666666667,-93.1666666666667
"672",412,3061312,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32411270,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","45.579","%","Single",NA,"","",455.79,"mg/g",NA,32349174,0.443797,"unpub.","%C","",NA,12.8,455.79,45.4166666666667,-93.1666666666667
"673",412,3061312,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32411271,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.28","%","Single",NA,"","",12.8,"mg/g",NA,32369368,1.28503,"unpub.","%","",NA,12.8,455.79,45.4166666666667,-93.1666666666667
"674",412,3061320,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32411861,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,13.92,446.6,45.4166666666667,-93.1666666666667
"675",412,3061320,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32411862,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,13.92,446.6,45.4166666666667,-93.1666666666667
"676",412,3061320,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32411903,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","44.66","%","Single",NA,"","",446.6,"mg/g",NA,32341079,0.200766,"unpub.","%C","",NA,13.92,446.6,45.4166666666667,-93.1666666666667
"677",412,3061320,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32411904,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.392","%","Single",NA,"","",13.92,"mg/g",NA,NA,1.10375,"unpub.","%","",NA,13.92,446.6,45.4166666666667,-93.1666666666667
"678",412,3061328,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32412504,NA,"",59,"Latitude","Lat","45.416666667","","",NA,"","",45.4166666666667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,14.13,446.54,45.4166666666667,-93.1666666666667
"679",412,3061328,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32412505,NA,"",60,"Longitude","Long","-93.166666667","","",NA,"","",-93.1666666666667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,14.13,446.54,45.4166666666667,-93.1666666666667
"680",412,3061328,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32412546,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","C","44.654","%","Single",NA,"","",446.54,"mg/g",NA,32341079,0.200766,"unpub.","%C","",NA,14.13,446.54,45.4166666666667,-93.1666666666667
