"obs","Comments","time..2","elapsed","date","hhmmss","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccH2O_hum","CO2_hrs","AccCO2_soda","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
413,NA,1686934003.6,11498.5999999046,2023-06-16 11:46:43,11:46:43,5,"lubb_08_control_prgl2_09","gibson",1686933996.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.060772717398,437.668454545454,2.25721784682412,68.3767823516543,0,23.1938152516397,25.7160806060606,0.00177228245054454,119.241529987736,34,7,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686933996.1,415.541296296296,434.939814814815,25.6998185185185,23.1550888888889,413.179333333333,25.2130148148148,500.128407407407,90.4110074074074,0.100023462962963,31.5180518518519,32.4792074074074,999.9,0,0,10000.1851851852,0,1556.38407407407,-19.3984762962963,426.502444444445,445.250037037037,2.54473740740741,434.939814814815,23.1550888888889,2.32354592592593,2.09347555555556,19.8405888888889,18.1696074074074,1999.97666666667,0.980003888888889,0.0199960814814815,0,2.49530740740741,0,4259.93259259259,16705.237037037,50.875,54,51.75,52.187,50.5344444444444,1959.98518518519,39.9914814814815,0,1686934003.6,0,1686931722,11:08:42,1686931718.5,1686931722,6,0.02,0.016,2.364,0.107,420,17,2.19,0.1,-15.5169815,-69.8420465290807,7.14815144401948,0,2.5558305,-0.253577560975617,0.0300858594650377,0,0,2,"0/2",2.76161,2.7102,0.0895259,0.0946,0.104225,0.0973539,24507.2,21605.9,24138.8,23290.5,37059.8,34861,43806.6,41639.5,1.6072,1.6916,-0.0891089,0,33.9035,999.9,57.038,37.625,41.15,55.7965,37.3077,1,0.992622,9.28105,20.0008,5.23406,11.998,4.9552,3.304,9999,9999,999.9,9999,1.8681,1.86386,1.87128,1.86234,1.86172,1.86804,1.85822,1.86447,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,2.368,0.4868,2.09708360217984,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,0.486815640529035,0,0,0,1,1906,2,25,38.1,38,1.12915,2.41943,1.44775,2.29736,1.44409,2.45117,43.0469,13.0813,18,399.149,437.91,24.4919,39.6628,30.0005,39.1758,39.1815,22.697,59.6099,0,20.3505,473.951,23.2586,92.588,97.8188
414,NA,1686934008.6,11503.5999999046,2023-06-16 11:46:48,11:46:48,5,"lubb_08_control_prgl2_09","gibson",1686934000.81429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.39075880356,451.35706060606,2.83465448736751,68.3767823516543,0,23.1875370294438,25.7177115151515,0.00520177099112108,119.241529987736,33,7,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686934000.81429,422.804285714286,448.942285714286,25.7045428571429,23.1722571428571,420.439107142857,25.2177321428571,500.035928571429,90.4115392857143,0.099987175,31.5121107142857,32.4690321428571,999.9,0,0,9991.96428571429,0,1556.92821428571,-26.1380357142857,433.959071428571,459.592428571429,2.53229178571429,448.942285714286,23.1722571428571,2.32398714285714,2.09504,19.8436357142857,18.1815035714286,1999.98714285714,0.980004071428571,0.0199958928571429,0,2.46506428571429,0,4258.88642857143,16705.3285714286,50.875,54,51.75,52.187,50.5442857142857,1959.995,39.9921428571429,0,1686934009,0,1686931722,11:08:42,1686931718.5,1686931722,6,0.02,0.016,2.364,0.107,420,17,2.19,0.1,-22.2852385,-86.1913528705441,8.40506815152695,0,2.54152125,-0.196261125703572,0.0275267336590722,0,0,2,"0/2",2.76052,2.71044,0.0916685,0.0971508,0.104221,0.0973344,24448.3,21545,24137.7,23290.5,37059,34861,43805.4,41638.6,1.6064,1.6926,-0.0882149,0,33.8852,999.9,57.014,37.625,41.1329,56.2565,37.508,1,0.99311,9.28105,20.0015,5.23286,11.998,4.9552,3.304,9999,9999,999.9,9999,1.86801,1.86386,1.87128,1.86234,1.86172,1.86807,1.85822,1.86447,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,2.373,0.4868,2.09708360217984,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,0.486815640529035,0,0,0,1,1906,2,25,38.2,38.1,1.15967,2.4231,1.44775,2.29736,1.44409,2.46094,43.0739,13.0901,18,398.705,438.552,24.4845,39.6667,30.0007,39.1796,39.1815,23.3062,59.6099,0,20.3568,494.039,23.2659,92.5849,97.8176
415,NA,1686934013.6,11508.5999999046,2023-06-16 11:46:53,11:46:53,5,"lubb_08_control_prgl2_09","gibson",1686934006.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.648129402193,466.650787878788,3.12269202070659,68.3767823516543,0,23.1796283075538,25.7285454545455,0.00075664553284165,119.241529987736,33,7,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686934006.1,434.877407407407,466.400851851852,25.7148037037037,23.1854851851852,432.506962962963,25.2279888888889,500.009666666667,90.4118592592593,0.0999613962962963,31.5052666666667,32.4588333333333,999.9,0,0,9999.25925925926,0,1557.02962962963,-31.5234925925926,446.355481481481,477.471185185185,2.52932222222222,466.400851851852,23.1854851851852,2.32492444444444,2.09624296296296,19.8501259259259,18.1906592592593,2000,0.980004444444444,0.0199955074074074,0,2.46447037037037,0,4257.95444444444,16705.4407407407,50.8818888888889,54,51.75,52.1986666666667,50.5482222222222,1960.00777777778,39.9922222222222,0,1686934013.8,0,1686931722,11:08:42,1686931718.5,1686931722,6,0.02,0.016,2.364,0.107,420,17,2.19,0.1,-27.2249475,-67.0377759849906,6.667287267097,0,2.53550175,-0.0586209005628552,0.0231023373154644,1,1,2,"1/2",2.76025,2.71079,0.0940254,0.0996992,0.104253,0.0973084,24385.2,21483.6,24138,23289.9,37057.7,34861.8,43805.3,41638.2,1.6064,1.692,-0.0877678,0,33.8668,999.9,56.965,37.635,41.123,56.0865,37.7564,1,0.992846,9.28105,20.0013,5.23406,11.998,4.9556,3.304,9999,9999,999.9,9999,1.8681,1.86386,1.87134,1.86234,1.86172,1.8681,1.85822,1.86447,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,2.379,0.4868,2.09708360217984,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,0.486815640529035,0,0,0,1,1906,2,25,38.3,38.2,1.19385,2.43896,1.44775,2.29736,1.44409,2.33887,43.0739,13.0726,18,398.726,438.191,24.4799,39.6667,30.0001,39.1834,39.1853,23.9815,59.6099,0,20.3605,507.478,23.195,92.5852,97.8161
416,NA,1686934018.6,11513.5999999046,2023-06-16 11:46:58,11:46:58,5,"lubb_08_control_prgl2_09","gibson",1686934010.81429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.783450607797,482.513472727273,3.17540771236351,68.3767823516543,0,23.1736408358067,25.7296709090909,-0.00111112553677682,119.241529987736,33,7,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686934010.81429,448.080821428571,482.25275,25.7220821428571,23.1789071428571,445.704785714286,25.2352607142857,499.960464285714,90.4121892857143,0.0999782321428572,31.5018142857143,32.4571428571428,999.9,0,0,9995.71428571429,0,1557.63071428571,-34.1719714285714,459.91075,493.696035714286,2.54317785714286,482.25275,23.1789071428571,2.32559107142857,2.09565571428571,19.85475,18.1861964285714,2000.00785714286,0.980005035714286,0.0199948964285714,0,2.46586071428571,0,4257.27857142857,16705.5107142857,50.8971428571428,54,51.75,52.214,50.562,1960.01642857143,39.9914285714286,0,1686934019.2,0,1686931722,11:08:42,1686931718.5,1686931722,6,0.02,0.016,2.364,0.107,420,17,2.19,0.1,-32.4716175,-34.9147260787992,3.51237276694028,0,2.53485225,0.180023527204501,0.0183422608322284,0,0,2,"0/2",2.75973,2.71015,0.0964345,0.10214,0.104244,0.0972959,24319.4,21425.2,24137.1,23289.8,37057.8,34861.9,43804.9,41637.8,1.607,1.6922,-0.0850856,0,33.8485,999.9,56.941,37.655,41.1477,55.9465,37.8285,1,0.993415,9.28105,20.0018,5.23406,11.998,4.9552,3.304,9999,9999,999.9,9999,1.8681,1.86386,1.87131,1.86234,1.86172,1.86807,1.85825,1.86447,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,2.386,0.4868,2.09708360217984,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,0.486815640529035,0,0,0,1,1906,2,25,38.3,38.3,1.22681,2.43286,1.44775,2.29736,1.44409,2.42676,43.0739,13.0726,18,399.073,438.344,24.4769,39.6707,30.0005,39.1834,39.1891,24.5853,59.6099,0,20.3605,527.671,23.1754,92.5835,97.8152
417,NA,1686934023.6,11518.5999999046,2023-06-16 11:47:03,11:47:03,5,"lubb_08_control_prgl2_09","gibson",1686934016.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.269479550231,499.290072727273,3.29342321860154,68.3767823516543,0,23.1656448074405,25.7282127272727,-0.00025176595841286,119.241529987736,33,7,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686934016.1,464.151851851852,500.058037037037,25.7253851851852,23.1716481481481,461.769111111111,25.238562962963,500.005814814815,90.4117518518518,0.100012337037037,31.496162962963,32.4479148148148,999.9,0,0,10000.7407407407,0,1557.65481481481,-35.9061777777778,476.407592592593,511.919962962963,2.55373888888889,500.058037037037,23.1716481481481,2.32587851851852,2.09498851851852,19.8567518518519,18.1811333333333,1999.99037037037,0.980005444444444,0.0199944740740741,0,2.42080740740741,0,4258.63074074074,16705.362962963,50.9186296296296,54.0045925925926,51.7545925925926,52.236,50.562,1960,39.9903703703704,0,1686934024,0,1686931722,11:08:42,1686931718.5,1686931722,6,0.02,0.016,2.364,0.107,420,17,2.19,0.1,-34.564343902439,-21.4782836236934,2.21538721154948,0,2.54607707317073,0.12209017421603,0.0130247974084525,0,0,2,"0/2",2.75973,2.71061,0.0988914,0.104657,0.104236,0.0972823,24253.5,21365.1,24137.4,23289.9,37058.3,34863.2,43805,41638.7,1.6068,1.692,-0.0862777,0,33.8302,999.9,56.916,37.665,41.1524,56.0765,37.8646,1,0.99374,9.28105,20.0014,5.23406,11.998,4.9556,3.304,9999,9999,999.9,9999,1.86813,1.86386,1.87128,1.86237,1.86172,1.86813,1.85825,1.86447,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,2.392,0.4868,2.09708360217984,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,0.486815640529035,0,0,0,1,1906,2,25,38.4,38.4,1.25732,2.41455,1.44775,2.29736,1.44409,2.47192,43.1009,13.0726,18,398.977,438.215,24.4759,39.6745,30.0004,39.1872,39.1891,25.2699,59.6099,0,20.3622,541.139,23.1539,92.584,97.8167
418,NA,1686934028.6,11523.5999999046,2023-06-16 11:47:08,11:47:08,5,"lubb_08_control_prgl2_09","gibson",1686934020.81429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.484885213824,516.197515151515,3.41572506597503,68.3767823516543,0,23.1596128207976,25.7220254545455,2.03479760319454e-06,119.241529987736,33,7,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686934020.81429,479.152214285714,515.899928571429,25.725975,23.1654642857143,476.763321428571,25.2391535714286,500.037964285714,90.4114428571429,0.100037271428571,31.4926035714286,32.4465571428571,999.9,0,0,9998.39285714286,0,1557.135,-36.7477714285714,491.804214285714,528.134357142857,2.56050285714286,515.899928571429,23.1654642857143,2.32592285714286,2.09442321428571,19.8570678571429,18.1768321428571,2000.00321428571,0.980005785714286,0.0199941214285714,0,2.43820357142857,0,4261.58,16705.4642857143,50.9325714285714,54.0066428571429,51.7588571428571,52.2455,50.562,1960.01321428571,39.99,0,1686934028.8,0,1686931722,11:08:42,1686931718.5,1686931722,6,0.02,0.016,2.364,0.107,420,17,2.19,0.1,-36.029185,-12.9162213883677,1.29845254024743,0,2.554649,0.0981919699812331,0.0106584815522663,1,1,2,"1/2",2.76065,2.71039,0.101335,0.106958,0.104224,0.0972398,24186.6,21309.6,24136.3,23289.3,37058.4,34863.5,43804.6,41637,1.6066,1.6922,-0.0853837,0,33.815,999.9,56.867,37.665,41.121,55.8165,37.5561,1,0.994085,9.28105,20.0017,5.23406,11.998,4.9556,3.304,9999,9999,999.9,9999,1.86807,1.86386,1.87128,1.86234,1.86172,1.86807,1.85822,1.86447,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,2.398,0.4868,2.09708360217984,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,0.486815640529035,0,0,0,1,1906,2,25,38.5,38.4,1.28662,2.43408,1.44897,2.29736,1.44409,2.33887,43.1009,13.0638,18,398.882,438.367,24.4764,39.6784,30.0005,39.1909,39.1929,25.8223,59.6099,0,20.3622,554.701,23.1354,92.5819,97.8132
419,NA,1686934033.6,11528.5999999046,2023-06-16 11:47:13,11:47:13,5,"lubb_08_control_prgl2_09","gibson",1686934026.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.182784309068,532.412387878788,3.23822070907894,68.3767823516543,0,23.1521789746388,25.7196466666667,-0.00067532077497204,119.241529987736,34,7,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686934026.1,496.230888888889,533.210814814815,25.7243555555556,23.157462962963,493.835148148148,25.2375333333333,500.091925925926,90.4108740740741,0.100049159259259,31.4855555555556,32.4371777777778,999.9,0,0,9996.48148148148,0,1556.79444444444,-36.9800148148148,509.333037037037,545.851333333333,2.56688555555556,533.210814814815,23.157462962963,2.32576148148148,2.09368666666667,19.8559518518518,18.1712296296296,1999.99925925926,0.980005777777778,0.0199941296296296,0,2.42447037037037,0,4263.76185185185,16705.4333333333,50.937,54.0275555555555,51.7798518518518,52.25,50.562,1960.00925925926,39.99,0,1686934033.6,0,1686931722,11:08:42,1686931718.5,1686931722,6,0.02,0.016,2.364,0.107,420,17,2.19,0.1,-36.6768425,-4.66710056285159,0.700658903064644,0,2.56210425,0.0669114821763584,0.00760377501228832,1,1,2,"1/2",2.76091,2.71061,0.103647,0.109128,0.104227,0.0972276,24123.7,21257.1,24135.8,23288.6,37057.9,34863.7,43804,41636.6,1.6062,1.692,-0.0837445,0,33.8028,999.9,56.843,37.686,41.1438,55.9765,37.3518,1,0.994187,9.28105,20.0023,5.23286,11.998,4.9548,3.304,9999,9999,999.9,9999,1.86813,1.86386,1.87125,1.86237,1.86172,1.86813,1.85822,1.86447,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,2.405,0.4868,2.09708360217984,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,0.486815640529035,0,0,0,1,1906,2,25,38.6,38.5,1.3147,2.40723,1.44775,2.29736,1.44409,2.47803,43.1009,13.0726,18,398.65,438.263,24.4771,39.6823,30.0002,39.1909,39.1967,26.4757,59.6099,0,20.3622,574.999,23.1172,92.5804,97.8117
420,NA,1686934038.6,11533.5999999046,2023-06-16 11:47:18,11:47:18,5,"lubb_08_control_prgl2_09","gibson",1686934030.81429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578.372069415655,548.945587878788,3.3984936977372,68.3767823516543,0,23.1443393905127,25.718896969697,-0.00088740742018666,119.241529987736,33,7,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686934030.81429,511.359142857143,548.685321428571,25.7214678571429,23.1507357142857,508.957571428571,25.2346571428571,500.101357142857,90.4103178571429,0.100027878571429,31.4792928571429,32.4323928571429,999.9,0,0,10007.1428571429,0,1556.395,-37.3262428571429,524.859214285714,561.688892857143,2.57073,548.685321428571,23.1507357142857,2.32548642857143,2.09306571428571,19.8540357142857,18.1665,1999.99142857143,0.980005785714286,0.0199941214285714,0,2.5037,0,4265.76928571428,16705.3714285714,50.94375,54.0420714285714,51.7942857142857,52.2544285714286,50.562,1960.00142857143,39.99,0,1686934039,0,1686931722,11:08:42,1686931718.5,1686931722,6,0.02,0.016,2.364,0.107,420,17,2.19,0.1,-37.1149425,-2.13052570356458,0.5448011756079,0,2.5670235,0.0551531707317005,0.00695628656324622,1,1,2,"1/2",2.7593,2.70994,0.106035,0.111658,0.104205,0.097211,24060.5,21196.6,24136.9,23288.5,37058.7,34864.7,43803.8,41637,1.607,1.6914,-0.0841916,0,33.7875,999.9,56.818,37.696,41.1516,55.7465,37.8686,1,0.994512,9.28105,20.001,5.23406,11.998,4.9552,3.304,9999,9999,999.9,9999,1.86807,1.86386,1.87128,1.86237,1.86172,1.8681,1.85822,1.8645,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,2.411,0.4868,2.09708360217984,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,0.486815640529035,0,0,0,1,1906,2,25,38.7,38.6,1.34888,2.41821,1.44775,2.29736,1.44409,2.43164,43.1279,13.0726,18,399.133,437.878,24.4787,39.6823,30.0004,39.1948,39.1967,27.0654,59.6099,0,20.3601,588.465,23.1018,92.5817,97.8121
421,NA,1686934043.6,11538.5999999046,2023-06-16 11:47:23,11:47:23,5,"lubb_08_control_prgl2_09","gibson",1686934036.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595.586240356318,565.730090909091,3.37584193997105,68.3767823516543,0,23.1394610244792,25.7151163636363,0.00056379756401073,119.241529987736,34,7,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686934036.1,528.411888888889,565.999592592593,25.7180333333333,23.1435962962963,526.003777777778,25.2312185185185,500.059074074074,90.4101,0.100104537037037,31.480737037037,32.4315444444444,999.9,0,0,9995.37037037037,0,1556.04333333333,-37.5877814814815,542.360259259259,579.409259259259,2.57443666666667,565.999592592593,23.1435962962963,2.32516962962963,2.09241518518519,19.851837037037,18.1615518518519,1999.98888888889,0.980005888888889,0.0199940148148148,0,2.48941481481481,0,4269.72481481481,16705.3592592593,50.9603333333333,54.062,51.812,52.2752592592593,50.5643333333333,1959.99888888889,39.99,0,1686934043.8,0,1686931722,11:08:42,1686931718.5,1686931722,6,0.02,0.016,2.364,0.107,420,17,2.19,0.1,-37.496805,-4.1205005628517,0.707111087082504,0,2.57119075,0.0444989493433307,0.00586725037283221,1,1,2,"1/2",2.76112,2.71069,0.108359,0.113837,0.104217,0.0971939,23997.5,21145,24136.5,23289.1,37057.7,34865.5,43803.1,41637.1,1.6066,1.6912,-0.0815094,0,33.7784,999.9,56.77,37.696,41.1186,56.2065,37.3478,1,0.994919,9.28105,20.0018,5.23286,11.998,4.9548,3.304,9999,9999,999.9,9999,1.86804,1.86386,1.87131,1.8624,1.86172,1.86804,1.85828,1.86453,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,2.418,0.4868,2.09708360217984,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,0.486815640529035,0,0,0,1,1906,2,25,38.8,38.7,1.37695,2.4231,1.44775,2.29736,1.44409,2.37061,43.1279,13.0638,18,398.923,437.774,24.4829,39.6862,30.0004,39.1986,39.2005,27.7109,59.6099,0,20.3589,608.595,23.0817,92.5802,97.813
422,NA,1686934048.6,11543.5999999046,2023-06-16 11:47:28,11:47:28,5,"lubb_08_control_prgl2_09","gibson",1686934040.81429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612.91533432323,582.713739393939,3.48105697871238,68.3767823516543,0,23.1334108013893,25.7128921212121,0.00602934774203377,119.241529987736,33,7,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686934040.81429,543.648464285714,581.930928571429,25.7160785714286,23.1377964285714,541.234678571429,25.2292535714286,499.993357142857,90.410275,0.100025103571429,31.4855357142857,32.4386785714286,999.9,0,0,9993.75,0,1556.55928571429,-38.2825142857143,557.997892857143,595.714464285714,2.57827892857143,581.930928571429,23.1377964285714,2.32499678571429,2.09189464285714,19.8506392857143,18.1575892857143,2000.01607142857,0.980006,0.0199939,0,2.52961785714286,0,4279.33392857143,16705.5928571429,50.97075,54.062,51.812,52.2876428571428,50.5665,1960.02607142857,39.99,0,1686934048.6,0,1686931722,11:08:42,1686931718.5,1686931722,6,0.02,0.016,2.364,0.107,420,17,2.19,0.1,-37.7814275,-7.17359887429635,0.850130854629892,0,2.57546675,0.0477742964352683,0.00602026967315419,1,1,2,"1/2",2.75969,2.71064,0.110623,0.116213,0.104189,0.0971652,23935.7,21087.7,24135.7,23288.5,37058.7,34865.9,43802.9,41636.2,1.6068,1.6916,-0.0825524,0,33.7784,999.9,56.745,37.706,41.1219,56.0965,37.6843,1,0.995061,9.28105,20.0012,5.23406,11.998,4.9552,3.304,9999,9999,999.9,9999,1.86807,1.86386,1.87134,1.86237,1.86172,1.86813,1.85825,1.86447,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,2.423,0.4868,2.09708360217984,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,0.486815640529035,0,0,0,1,1906,2,25,38.8,38.8,1.40991,2.40479,1.44775,2.29736,1.44409,2.46704,43.1279,13.0638,18,399.058,438.054,24.4844,39.6901,30.0003,39.2024,39.2043,28.301,59.6099,0,20.356,621.972,23.0665,92.5788,97.8109
423,NA,1686934053.6,11548.5999999046,2023-06-16 11:47:33,11:47:33,5,"lubb_08_control_prgl2_09","gibson",1686934046.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630.034749768971,599.611969696969,3.46630041473115,68.3767823516543,0,23.1230713712544,25.7071933333333,-0.0005226875518316,119.241529987736,33,7,0,0,0,0,0,0,0,1.65,0.5,"0: Broadleaf",2,TRUE,1686934046.1,561.001666666667,599.671185185185,25.7127888888889,23.1303518518519,558.581444444444,25.225962962963,500.031666666667,90.4105555555556,0.100011877777778,31.4899962962963,32.4463,999.9,0,0,9990.55555555555,0,1558.06925925926,-38.6695555555556,575.807148148148,613.870148148148,2.58243074074074,599.671185185185,23.1303518518519,2.32470666666667,2.09122851851852,19.8486333333333,18.1525296296296,2000.01814814815,0.980005666666667,0.0199942444444444,0,2.51278148148148,0,4282.39925925926,16705.6037037037,50.9743333333333,54.062,51.812,52.2913333333333,50.583,1960.02814814815,39.99,0,1686934054,0,1686931722,11:08:42,1686931718.5,1686931722,6,0.02,0.016,2.364,0.107,420,17,2.19,0.1,-38.4715775,-4.50890544090054,0.623763595237611,0,2.579746,0.0539754596622875,0.00661766643160567,1,1,2,"1/2",2.75888,2.71052,0.112935,0.118383,0.104169,0.0971329,23873,21035.9,24135.3,23288.6,37058.5,34867,43801.6,41636,1.6062,1.692,-0.0825524,0,33.7723,999.9,56.745,37.726,41.1669,56.1365,37.8566,1,0.995488,9.28105,20.0013,5.23406,11.998,4.9552,3.304,9999,9999,999.9,9999,1.8681,1.86386,1.87125,1.86234,1.86172,1.86807,1.85825,1.86447,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,2.429,0.4868,2.09708360217984,0.00089977166490486,-7.69225512227415e-07,3.47747518124884e-10,0.486815640529035,0,0,0,1,1906,2,25,38.9,38.9,1.43799,2.42188,1.44897,2.29736,1.44409,2.41089,43.1279,13.0551,18,398.732,438.335,24.4827,39.694,30.0002,39.2061,39.2081,28.9389,59.6099,0,20.356,642.107,23.059,92.5766,97.8107
