,DatasetID,ObservationID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObsDataID,%nitrogen,%carbon,lat,long
992,664,6242908,Khalil Prairie Plant Traits,Sorghastrum nutans,51135,Sorghastrum nutans,60966930,9.6,NA,-89.24194,NA
994,664,6242909,Khalil Prairie Plant Traits,Sorghastrum nutans,51135,Sorghastrum nutans,60966943,9,NA,-89.24194,NA
996,664,6242910,Khalil Prairie Plant Traits,Sorghastrum nutans,51135,Sorghastrum nutans,60966956,8.7,NA,-89.24194,NA
998,664,6242911,Khalil Prairie Plant Traits,Sorghastrum nutans,51135,Sorghastrum nutans,60966969,8.4,NA,-89.24194,NA
1000,664,6242912,Khalil Prairie Plant Traits,Sorghastrum nutans,51135,Sorghastrum nutans,60966982,8.4,NA,-89.24194,NA
1002,664,6242913,Khalil Prairie Plant Traits,Sorghastrum nutans,51135,Sorghastrum nutans,60966995,8.8,NA,-89.24194,NA
1004,664,6242914,Khalil Prairie Plant Traits,Sorghastrum nutans,51135,Sorghastrum nutans,60967008,8.5,NA,-89.24194,NA
1006,664,6242915,Khalil Prairie Plant Traits,Sorghastrum nutans,51135,Sorghastrum nutans,60967021,7.7,NA,-89.24194,NA
1008,664,6242916,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967034,NA,NA,-89.24194,NA
1010,664,6242917,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967047,NA,NA,-89.24194,NA
1012,664,6242918,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967060,8,NA,-89.24194,NA
1014,664,6242919,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967073,7.9,NA,-89.24194,NA
1016,664,6242920,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967086,7.3,NA,-89.24194,NA
1018,664,6242921,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967099,6.9,NA,-89.24194,NA
1020,664,6242922,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967112,7.5,NA,-89.24194,NA
1022,664,6242923,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967125,8.6,NA,-89.24194,NA
1024,664,6242924,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967138,8.1,NA,-89.24194,NA
1026,664,6242925,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967151,7.9,NA,-89.24194,NA
1028,664,6242926,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967164,7.7,NA,-89.24194,NA
1030,664,6242927,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967177,7.7,NA,-89.24194,NA
1032,664,6242928,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967190,9.7,NA,-89.24194,NA
1034,664,6242929,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967203,9.3,NA,-89.24194,NA
1036,664,6242930,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967216,8.4,NA,-89.24194,NA
1038,664,6242931,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967229,9.6,NA,-89.24194,NA
1040,664,6242932,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967242,9.9,NA,-89.24194,NA
1042,664,6242933,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967255,11.5,NA,-89.24194,NA
1044,664,6242934,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967268,8.5,NA,-89.24194,NA
1046,664,6242935,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967281,9,NA,-89.24194,NA
1048,664,6242936,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967294,8.9,NA,-89.24194,NA
1050,664,6242937,Khalil Prairie Plant Traits,Schizachyrium scoparium,48859,Schizachyrium scoparium,60967307,9.1,NA,-89.24194,NA
1197,756,6430483,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363005,11.51007533,NA,37.695,-89.239
1200,756,6430484,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363016,12.13238835,NA,37.695,-89.239
1203,756,6430485,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363027,8.217561245,NA,37.695,-89.239
1206,756,6430486,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363038,13.40159416,NA,37.695,-89.239
1209,756,6430487,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363049,9.635415673,NA,37.695,-89.239
1212,756,6430488,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363060,11.49292231,NA,37.695,-89.239
1215,756,6430489,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363071,11.84272647,NA,37.695,-89.239
1218,756,6430490,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363082,13.63524795,NA,37.695,-89.239
1221,756,6430491,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363093,9.919950366,NA,37.695,-89.239
1224,756,6430492,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363104,12.49698281,NA,37.695,-89.239
1227,756,6430493,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363115,11.17680311,NA,37.695,-89.239
1230,756,6430494,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363126,11.64797664,NA,37.695,-89.239
1233,756,6430495,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363137,12.83074975,NA,37.695,-89.239
1236,756,6430496,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363148,10.69785357,NA,37.695,-89.239
1239,756,6430497,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363159,9.816730618,NA,37.695,-89.239
1242,756,6430498,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363170,7.336620092,NA,37.695,-89.239
1245,756,6430499,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363181,8.852289915,NA,37.695,-89.239
1248,756,6430500,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363192,8.962153196,NA,37.695,-89.239
1251,756,6430501,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363203,9.505745769,NA,37.695,-89.239
1254,756,6430502,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363214,12.63754129,NA,37.695,-89.239
1257,756,6430503,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363225,9.091061354,NA,37.695,-89.239
1260,756,6430504,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363236,7.189416289,NA,37.695,-89.239
1263,756,6430505,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363247,8.248801231,NA,37.695,-89.239
1266,756,6430506,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363258,8.804228902,NA,37.695,-89.239
1269,756,6430507,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363269,7.226155996,NA,37.695,-89.239
1272,756,6430508,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363280,9.4106251,NA,37.695,-89.239
1275,756,6430509,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363291,4.439492822,NA,37.695,-89.239
1278,756,6430510,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363302,5.706791282,NA,37.695,-89.239
1281,756,6430511,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363313,5.515626073,NA,37.695,-89.239
1284,756,6430512,Intraspecific trait variation of dominant grasses in North American Tallgrass Prairie,Sorghastrum nutans,51135,Sorghastrum nutans,63363324,6.457158327,NA,37.695,-89.239
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
