LastName	FirstName	DatasetID	Dataset	SpeciesName	AccSpeciesID	AccSpeciesName	ObservationID	ObsDataID	TraitID	TraitName	DataID	DataName	OriglName	OrigValueStr	OrigUnitStr	ValueKindName	OrigUncertaintyStr	UncertaintyName	Replicates	StdValue	UnitName	RelUncertaintyPercent	OrigObsDataID	ErrorRisk	Reference	Comment	StdValueStr	
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353201			7046	GPP of the site	GPP	873.8	gC/m2										unpub.	MODIS MOD17 annual/30-arcsec Gross Primary Production (GPP) for 2000 - 2013		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353202			200	Net primary productivity of the site (NPP)	NPP	496.7	gC/m2										unpub.	MODIS MOD17 annual/30-arcsec Net Primary Production (NPP) for 2000 - 2013		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353203			7047	NPP of the site (2)	NPP2	562.09997559	gC/m2										unpub.	ISLSCP II IGBP NPP Output from 15 Terrestrial Biogeochemistry Models		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353204			7048	Terrestrial chlorophyll index of the site	MTCI	1.8457251787	no unit										unpub.	MERIS (Medium Resolution Imaging Spectrometer) terrestrial chlorophyll index (MTCI)		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353205			7050	Length of growing season (LGP)	lgp	8											unpub.	Length of growing period (LGP) zones of the world (FGGD) (16 zones)		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353206			846	Family	Fam	Asteraceae											unpub.	Family		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353207			1421	Order	Order	Asterales											unpub.	Order		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353208			1420	Subclass	Subclass	Magnoliidae											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353209			7051	APG IV level 5	lev5	Campanulids											unpub.	APG IV		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353210			7052	APG IV level 4	lev4	Asterids											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353211			7053	APG IV level 3	lev3	Superasterids											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353212			7054	APG IV level 2	lev2	Core Eudicots											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353213			7055	APG IV level 1	lev1	Eudicots											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353214			7056	Major Phylogenetic Group	Major group	Angiosperms											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353215			7057	Epoch	Epoch	PPH											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353216			7058	Mid Point	MidPoint	2.65											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353222	13	Leaf carbon (C) content per leaf dry mass	14	Leaf carbon content per dry mass	C	39.026	%	Single				390.26	mg/g			1.32981	unpub.	%C		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060595	32353223	14	Leaf nitrogen (N) content per leaf dry mass	15	Leaf nitrogen content per dry mass (Nmass)	N	1.724	%	Single				17.24	mg/g			1.51546	unpub.	%		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354032			62	Mean annual temperature (MAT)	Bio_01	6.2458333156	C										unpub.	Annual Mean Temperature http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354033			7008	Temperature: Mean Diurnal Range (Mean of monthly (max temp - min temp))	Bio_02	11.691666845	C										unpub.	Mean Diurnal Range (Mean of monthly (max temp - min temp)) http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354034			7009	Temperature: Isothermality (BIO2/BIO7) (* 100)	Bio_03	25.75257036											unpub.	Isothermality (BIO2/BIO7) (* 100) http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354035			7010	Temperature: Seasonality (standard deviation *100)	Bio_04	1212.8843463	C										unpub.	Temperature Seasonality (standard deviation *100) http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354036			7011	Temperature: Max Temperature of Warmest Month	Bio_05	26.299999237	C										unpub.	Max Temperature of Warmest Month http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354037			7012	Temperature: Min Temperature of Coldest Month	Bio_06	-19.100000381	C										unpub.	Min Temperature of Coldest Month http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354038			7013	Temperature: Annual Range	Bio_07	45.399999619	C										unpub.	Temperature Annual Range (BIO5-BIO6) http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354039			7014	Temperature: Mean Temperature of Wettest Quarter	Bio_08	20.299999714	C										unpub.	Mean Temperature of Wettest Quarter http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354040			7015	Temperature: Mean Temperature of Driest Quarter	Bio_09	-9.6333333651	C										unpub.	Mean Temperature of Driest Quarter http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354041			7016	Temperature: Mean Temperature of Warmest Quarter	Bio_10	20.299999714	C										unpub.	Mean Temperature of Warmest Quarter http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354042			7017	Temperature: Mean Temperature of Coldest Quarter	Bio_11	-9.6333333651	C										unpub.	Mean Temperature of Coldest Quarter http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354043			80	Mean sum of annual precipitation (PPT / MAP / TAP)	Bio_12	744	mm										unpub.	Annual Precipitation http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354044			7018	Precipitation of Wettest Month	Bio_13	111	mm										unpub.	Precipitation of Wettest Month http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354045			7019	Precipitation of Driest Month	Bio_14	20	mm										unpub.	Precipitation of Driest Month http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354046			7020	Precipitation Seasonality (Coefficient of Variation)	Bio_15	52.679632948	mm										unpub.	Precipitation Seasonality (Coefficient of Variation) http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354047			7021	Precipitation of Wettest Quarter	Bio_16	311	mm										unpub.	Precipitation of Wettest Quarter http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354048			7022	Precipitation of Driest Quarter	Bio_17	68	mm										unpub.	Precipitation of Driest Quarter http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354049			7023	Precipitation of Warmest Quarter	Bio_18	311	mm										unpub.	Precipitation of Warmest Quarter http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354050			7024	Precipitation of Coldest Quarter	Bio_19	68	mm										unpub.	Precipitation of Coldest Quarter http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354051			7025	Solar radiation (kJ m-2 day-1)	SRAD	12778	kJ m-2 day-1										unpub.	Solar radiation (kJ m-2 day-1) http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_srad.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354052			7026	Water vapor pressure (kPa)	VAPR	0.84499999757	kPa										unpub.	Water vapor pressure (kPa) http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_vapr.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354053			7027	Wind speed (m s-1)	WIND	3.0749999881	m s-1										unpub.	Wind speed (m s-1) http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_wind.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354054			469	Identifier within contributed dataset (ID)	ID	32393											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354055			113	Reference / source	References	Willis et al 2010											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354056			1411	Dataset (1)	Source	TRY db 070											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354057			1423	Dataset (2)	DataSet	Reich P. Cedar Creek Savanna SLA, C, N Database											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354058			193	Vegetation type / Biome	Biome	4											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354059			1412	Location Country	Country	USA											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354060			114	Location / Site Name	Location	Cedar Creek Ecosystem Science Reserve on the Anoka Sand Plain											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354061			1863	Habitat / site description	Community/Habitat	temperate oak savanna											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354062			59	Latitude	Lat	45.416666667						45.4166666666667					unpub.	Lat (dec. degr.)		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354063			60	Longitude	Long	-93.166666667						-93.1666666666667					unpub.	Long (dec.degr)		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354064			61	Altitude	Elev	277	m					277	m				unpub.	Altitude		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354065			92	Mean annual sum of potential evapotranspiration (PET)	PET	896	mm										unpub.	Potential EvapoTranspiration		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354066			911	Wetness/Humidity/Aridity of area where samples were taken	AI	0.8381											unpub.	Aridity Index		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354067			7028	Actual EvapoTranspiration	AET	636	mm										unpub.	Actual EvapoTranspiration (1950-2000 period)		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354068			7029	Priestley-Taylor alpha coefficient	ALPHA	70											unpub.	Priestley-Taylor alpha coefficient		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354069			1681	Soil water content (SWC)	SWC	75	%										unpub.	Soil Water Content available for evapotranspiration processes (as percentage of Maximum Soil Water Content)		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354070			7032	Average annual relative humidity	RH	68	%										unpub.	Average Annual Relative Humidity		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354071			7031	Cloud cover	cld	70.2	%										unpub.	cloud cover		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354072			2571	Average number of ground frost days per year (sum) (FRS)	fd	241.5	d/y										unpub.	frost day frequency		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354073			7033	Mean number of wet days per year	wd	94.7	d/y										unpub.	wet day frequency		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354074			7034	Mean cloud surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements	SRB_1	122.38291931	w/m2										unpub.	mean cloud surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354075			7035	Mean clear-sky surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements	SRB_2	174.90158081	w/m2										unpub.	mean clear-sky surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354076			7036	Mean cloud forcing surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements	SRB_3	-52.520584106	w/m2										unpub.	mean cloud forcing surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354077			4638	Soil C content per ground area	SCD	20.820899963	kg/m2										unpub.	Soil carbon density (depth 0-100 cm)		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354078			4639	Soil N content per ground area	SND	1392.6700439	g/m2										unpub.	Soil total nitrogen density (depth 0-100 cm)		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354079			1667	Soil bulk density	SBD	1.1289000511	g/cm3										unpub.	Soil bulk density (depth 0-100 cm)		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354080			6695	Soil field capacity	SFC	466.14401245	mm										unpub.	Soil field capacity (depth 0-100 cm)		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354081			7037	Soil thermal capacity	STC	0.9187399745	J/m3/K										unpub.	Soil thermal capacity		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354082			264	Soil ph	soil_PH	6.9809999466	no unit										unpub.	Soil pH		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354083			7038	Soil profile available water capacity	SPAWC	333.15600586	mm										unpub.	Soil profile available water capacity  (depth 0-100 cm)		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354084			7039	Soil plant available water capacity of rooting zone (derived from remote sensing) 1	PAWSC_1	238	mm										unpub.	ISLSCP II Total Plant-Available Soil Water Storage Capacity of the Rooting Zone DERIVED FROM ASSIMILATION OF NDVI-FPAR AND ATMOSPHERIC FORCING DATA		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354085			7040	Soil plant available water capacity of rooting zone (derived from remote sensing) 2	PAWSC_2	230.5	mm										unpub.	ISLSCP II Total Plant-Available Soil Water Storage Capacity of the Rooting Zone DERIVED FROM OPTIMIZATION OF ABSORBED PAR		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354086			7041	Soil wilting point	SWP	132.98399353	mm										unpub.	Soil wilting point		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354087			7042	Ecosystem rooting depth	RD	1.1000000238	m										unpub.	Mean 95% ecosystem rooting depth in meters		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354088			7043	Temperature sum of growing degree days (GDD)	gdd	2079	C										unpub.	Growing Degree Days		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354089			7044	Maximum Green Vegetation Fraction	MGVF	87	%										unpub.	Maximum Green Vegetation Fraction		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354090			7045	NDVI of the site	NDVI3g	0.49966928363	no unit										unpub.	The latest version of the GIMMS NDVI data set spans the period July 1981 to December 2013 and is termed NDVI3g (third generation GIMMS NDVI from AVHRR sensors).		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354091			7046	GPP of the site	GPP	873.8	gC/m2										unpub.	MODIS MOD17 annual/30-arcsec Gross Primary Production (GPP) for 2000 - 2013		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354092			200	Net primary productivity of the site (NPP)	NPP	496.7	gC/m2										unpub.	MODIS MOD17 annual/30-arcsec Net Primary Production (NPP) for 2000 - 2013		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354093			7047	NPP of the site (2)	NPP2	562.09997559	gC/m2										unpub.	ISLSCP II IGBP NPP Output from 15 Terrestrial Biogeochemistry Models		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354094			7048	Terrestrial chlorophyll index of the site	MTCI	1.8457251787	no unit										unpub.	MERIS (Medium Resolution Imaging Spectrometer) terrestrial chlorophyll index (MTCI)		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354095			7050	Length of growing season (LGP)	lgp	8											unpub.	Length of growing period (LGP) zones of the world (FGGD) (16 zones)		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354096			846	Family	Fam	Asteraceae											unpub.	Family		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354097			1421	Order	Order	Asterales											unpub.	Order		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354098			1420	Subclass	Subclass	Magnoliidae											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354099			7051	APG IV level 5	lev5	Campanulids											unpub.	APG IV		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354100			7052	APG IV level 4	lev4	Asterids											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354101			7053	APG IV level 3	lev3	Superasterids											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354102			7054	APG IV level 2	lev2	Core Eudicots											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354103			7055	APG IV level 1	lev1	Eudicots											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354104			7056	Major Phylogenetic Group	Major group	Angiosperms											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354105			7057	Epoch	Epoch	PPH											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354106			7058	Mid Point	MidPoint	2.65											unpub.			
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354112	13	Leaf carbon (C) content per leaf dry mass	14	Leaf carbon content per dry mass	C	38.056	%	Single				380.56	mg/g			1.53872	unpub.	%C		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060606	32354113	14	Leaf nitrogen (N) content per leaf dry mass	15	Leaf nitrogen content per dry mass (Nmass)	N	2.216	%	Single				22.16	mg/g		32348536	0.424232	unpub.	%		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060611	32354431			62	Mean annual temperature (MAT)	Bio_01	6.2458333156	C										unpub.	Annual Mean Temperature http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060611	32354432			7008	Temperature: Mean Diurnal Range (Mean of monthly (max temp - min temp))	Bio_02	11.691666845	C										unpub.	Mean Diurnal Range (Mean of monthly (max temp - min temp)) http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060611	32354433			7009	Temperature: Isothermality (BIO2/BIO7) (* 100)	Bio_03	25.75257036											unpub.	Isothermality (BIO2/BIO7) (* 100) http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060611	32354434			7010	Temperature: Seasonality (standard deviation *100)	Bio_04	1212.8843463	C										unpub.	Temperature Seasonality (standard deviation *100) http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060611	32354435			7011	Temperature: Max Temperature of Warmest Month	Bio_05	26.299999237	C										unpub.	Max Temperature of Warmest Month http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060611	32354436			7012	Temperature: Min Temperature of Coldest Month	Bio_06	-19.100000381	C										unpub.	Min Temperature of Coldest Month http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060611	32354437			7013	Temperature: Annual Range	Bio_07	45.399999619	C										unpub.	Temperature Annual Range (BIO5-BIO6) http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060611	32354438			7014	Temperature: Mean Temperature of Wettest Quarter	Bio_08	20.299999714	C										unpub.	Mean Temperature of Wettest Quarter http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060611	32354439			7015	Temperature: Mean Temperature of Driest Quarter	Bio_09	-9.6333333651	C										unpub.	Mean Temperature of Driest Quarter http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060611	32354440			7016	Temperature: Mean Temperature of Warmest Quarter	Bio_10	20.299999714	C										unpub.	Mean Temperature of Warmest Quarter http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060611	32354441			7017	Temperature: Mean Temperature of Coldest Quarter	Bio_11	-9.6333333651	C										unpub.	Mean Temperature of Coldest Quarter http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
Sheremetev	Serge	412	The Global Leaf Traits	Ambrosia coronopifolia	3168	Ambrosia psilostachya	3060611	32354442			80	Mean sum of annual precipitation (PPT / MAP / TAP)	Bio_12	744	mm										unpub.	Annual Precipitation http://biogeo.ucdavis.edu/data/worldclim/v2.0/tif/base/wc2.0_30s_bio.zip		
