,obs,time..2,elapsed,date,hhmmss..5,averaging,machine,id,id_updated_mk,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,?Vc,Edyn,Hr,Hs,dHs/dt,?Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,,
304,304,1687543697,14993,2023-06-23 14:08:16,14:08:16,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002608329,2.608328939,2.010482434,234.1273681,194.8643423,19.85015767,23.84974652,0.106518647,2.959289936,0.104433573,0.065454919,521.3252896,32.40215265,31.34986667,4.602159429,50.18361411,2.142167461,4.2686592,2.459991968,-115.0273062,-210.0118146,-15.88796206,180.3982067,-16.62404713,2.605063562,2.010482434,201.7828541,216.3998121,-3.24215023,65.21577168,2.608328939,17.96098608,21.0255697,-2.87E-05,100.4626318,0,0,1,0,53200,2963.270889,2430.771113,0.820300001,0.175929002,6,0.5,0: Broadleaf,2,TRUE,1687543689,234.1273704,214.9093704,21.02915556,17.96865185,231.9686296,20.9033,499.9728519,101.766963,0.099583937,30.03351852,31.34986667,999.9,0,0,9993.935185,0,963.2771852,19.21807037,239.1566296,218.8417407,3.060494074,214.9093704,17.96865185,2.140072963,1.828615556,18.52062593,16.03356296,1999.993704,0.980000667,0.01999903,0,2.001655556,0,13640.37407,17338.15926,48.986,50.35866667,49.125,48.375,47.66174074,1959.993704,40,0,1687543696,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,18.71662927,7.530508014,0.742970674,0,3.056012195,0.068409826,0.006777217,1,1,2,1/2,3.11895,2.75632,0.052422,0.0485797,0.106607,0.0957287,27398.2,27358,29495.4,29067.9,36486.8,34639.1,45237.1,43233.9,1.70705,1.63913,-0.00616908,0,31.4616,999.9,45.1,52.5,62.272,65.8196,16.3101,1,1.22971,9.28105,19.9828,5.22732,11.992,4.9692,3.28953,9999,9999,9999,999.9,4.97277,1.8785,1.87668,1.87943,1.87582,1.87921,1.87653,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.092,0.1258,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,18.9,18.7,0.546875,2.68799,1.39893,2.27173,1.44897,2.45361,56.3146,13.4141,18,511.554,382.551,22.2297,41.3759,30,40.8541,40.858,10.9248,65.2004,0,19.0232,165.973,17.9315,97.6618,99.4077,,
305,305,1687543702,14998,2023-06-23 14:08:21,14:08:21,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002609484,2.609484446,1.610284876,219.117891,186.4205238,18.99000814,22.32077482,0.106478116,2.959711651,0.104394903,0.065430588,518.4361895,32.38895777,31.35643214,4.603878091,50.16515403,2.141903811,4.269704443,2.461974281,-115.078264,-210.409035,-15.91659635,177.0322942,-17.08868958,2.609047809,1.610284876,184.9186191,200.1252848,-3.26141238,65.21577168,2.609484446,17.95353105,21.01955576,-4.98E-05,100.4626318,0,0,1,0,53357,2946.848893,2417.300152,0.820300002,0.175929004,6,0.5,0: Broadleaf,2,TRUE,1687543694,219.1178929,199.2971071,21.026575,17.96148929,217.00125,20.90076786,499.9902857,101.7668214,0.099688486,30.03778214,31.35643214,999.9,0,0,9996.339286,0,946.8613929,19.82087143,223.8242143,202.9423214,3.065086071,199.2971071,17.96148929,2.139807143,1.827883214,18.51865,16.0273,1999.9875,0.980000679,0.019999018,0,1.994610714,0,13631.71071,17338.11429,48.991,50.348,49.125,48.37492857,47.65378571,1959.9875,40,0,1687543702,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,19.4444675,7.575715947,0.729213508,0,3.06218,0.060814559,0.005883039,1,1,2,1/2,3.11888,2.75697,0.0488788,0.044764,0.106589,0.0956967,27500.9,27467,29495.8,29067.5,36487.8,34639.5,45237.7,43233.1,1.707,1.6391,-0.00593811,0,31.4602,999.9,45.1,52.5,62.2663,65.7996,16.5665,1,1.22997,9.28105,19.9826,5.22762,11.992,4.96895,3.28968,9999,9999,9999,999.9,4.97275,1.87849,1.8767,1.87943,1.87584,1.87926,1.87653,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.046,0.1257,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,19,18.7,0.510254,2.69043,1.39893,2.27173,1.44897,2.42432,56.2764,13.4053,18,511.522,382.535,22.2335,41.3759,30.0001,40.8541,40.8579,10.127,65.2004,0,19.0225,145.934,17.9315,97.6631,99.4061,,
306,306,1687543707,15003,2023-06-23 14:08:26,14:08:26,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002615512,2.615511615,0.98654672,202.2982211,179.6193393,18.29724963,20.60747504,0.106631894,2.959948457,0.104542887,0.065523584,514.0130277,32.36395189,31.36315926,4.605639646,50.14804578,2.141481115,4.270318178,2.464158531,-115.3440622,-211.0999338,-15.96831093,171.6007208,-17.64086075,2.613423276,0.98654672,167.9088186,183.8734061,-3.260666583,65.21577168,2.615511615,17.94325922,21.0161303,-2.44E-05,100.4626318,0,0,1,0,53175,2921.707222,2396.676433,0.8203,0.175928999,6,0.5,0: Broadleaf,2,TRUE,1687543699,202.2982222,181.7634815,21.02236296,17.95216296,200.2293333,20.89662963,499.9966667,101.7667778,0.100035122,30.04028519,31.36315926,999.9,0,0,9997.685926,0,921.7046296,20.5348,206.6424074,185.0861852,3.07020037,181.7634815,17.95216296,2.139376667,1.826931852,18.51543333,16.01915185,2000.002593,0.980000889,0.019998811,0,1.9463,0,13623.77778,17338.24444,48.98833333,50.34233333,49.125,48.37492593,47.64796296,1960.002593,40,0,1687543707,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,20.10914,8.001145216,0.77153267,0,3.0669475,0.05611925,0.005443082,1,1,2,1/2,3.11894,2.75675,0.0452464,0.0408296,0.106572,0.0956514,27605,27579.5,29495.2,29067.3,36487.7,34640.7,45237.2,43232.8,1.70658,1.6389,-0.0057295,0,31.4602,999.9,45.1,52.5,62.2679,65.6296,16.4103,1,1.22991,9.28105,19.9827,5.22867,11.992,4.96885,3.2897,9999,9999,9999,999.9,4.97274,1.8785,1.8767,1.87944,1.87587,1.87927,1.87653,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2,0.1256,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,19.1,18.8,0.469971,2.69775,1.39893,2.27173,1.44897,2.41455,56.2764,13.3965,18,511.258,382.415,22.2349,41.3759,30,40.8541,40.8579,9.38526,65.2004,0,19.0203,132.572,17.9315,97.6615,99.4053,,
307,307,1687543712,15008,2023-06-23 14:08:31,14:08:31,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002623732,2.62373193,0.545446285,187.2833565,171.8127957,17.50199366,19.07792784,0.10693631,2.960046703,0.104835553,0.065707528,511.134342,32.34508957,31.36472857,4.606050669,50.13771074,2.141052135,4.270342829,2.464998534,-115.7065781,-211.341332,-15.98617251,168.1002594,-18.14059606,2.618671596,0.545446285,151.0424003,167.5557939,-3.262541447,65.21577168,2.62373193,17.92779676,21.01040121,-3.25E-05,100.4626318,0,0,1,0,53291,2905.3445,2383.254088,0.820299998,0.175928996,6,0.5,0: Broadleaf,2,TRUE,1687543704,187.2833571,166.1030714,21.01818571,17.94181429,185.2577143,20.89253214,499.9978571,101.7666071,0.100041289,30.04038571,31.36472857,999.9,0,0,9998.259643,0,905.332,21.18027857,191.3042143,169.1378571,3.076373929,166.1030714,17.94181429,2.138947857,1.825876071,18.51223571,16.01009643,2000.0125,0.980001,0.0199987,0,1.907346429,0,13618.39643,17338.33571,48.98425,50.34125,49.125,48.37492857,47.64935714,1960.0125,40,0,1687543712,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,20.8047,8.3014223,0.81943108,0,3.073486585,0.073006411,0.007485666,1,1,2,1/2,3.119,2.75665,0.0415308,0.0368317,0.106551,0.0955994,27712.7,27694,29495.7,29067.2,36489,34642.1,45238,43232.5,1.70672,1.63885,-0.00596792,0,31.4602,999.9,45.1,52.5,62.266,65.6096,16.0176,1,1.23003,9.28105,19.9828,5.22852,11.992,4.96895,3.28968,9999,9999,9999,999.9,4.97274,1.87851,1.87671,1.87945,1.87588,1.87927,1.87653,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.953,0.1254,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,19.2,18.9,0.43335,2.7002,1.39893,2.27173,1.44897,2.4231,56.3146,13.3965,18,511.352,382.386,22.2349,41.3759,30.0002,40.8541,40.8579,8.58235,65.2004,0,19.0181,112.537,17.9315,97.6632,99.4048,,
308,308,1687543717,15013,2023-06-23 14:08:36,14:08:36,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002623321,2.623320988,0.089169363,170.4304814,162.4233386,16.54547242,17.36113081,0.106859524,2.960862356,0.104762317,0.065661446,511.3757024,32.34536707,31.36725185,4.606711615,50.12391286,2.140383646,4.270184676,2.466327969,-115.6884556,-211.9053037,-16.0245656,167.7573776,-18.68291072,2.623664224,0.089169363,134.1971183,151.2648121,-3.262237892,65.21577168,2.623320988,17.91895509,21.00092,-4.62E-05,100.4626318,0,0,1,0,53211,2906.716407,2384.379465,0.820299999,0.175928997,6,0.5,0: Broadleaf,2,TRUE,1687543709,170.4304815,148.5495926,21.01168519,17.92972593,168.4540741,20.88614815,500.0461852,101.7664444,0.099904059,30.03974074,31.36725185,999.9,0,0,10002.90037,0,906.7064074,21.88084444,174.0883704,151.2617778,3.081955926,148.5495926,17.92972593,2.138282593,1.824642593,18.50726667,15.99950741,2000.01,0.980001,0.0199987,0,1.95087037,0,13613.79259,17338.30741,48.979,50.34933333,49.125,48.375,47.64337037,1960.01,40,0,1687543716,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,21.3384561,8.043265505,0.794759022,0,3.07757,0.071682857,0.007408906,1,1,2,1/2,3.119,2.75595,0.0377341,0.0327711,0.106518,0.0955688,27822.1,27810.8,29495.6,29067.7,36489.6,34643.6,45237.5,43233.3,1.70683,1.63862,-0.00552088,0,31.4602,999.9,45.1,52.5,62.2642,65.6796,16.3662,1,1.22997,9.28105,19.9829,5.22792,11.992,4.96885,3.2896,9999,9999,9999,999.9,4.97275,1.87851,1.87672,1.87947,1.8759,1.87927,1.87654,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.905,0.1253,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,19.2,19,0.391846,2.70508,1.39893,2.27173,1.44897,2.41211,56.3146,13.3878,18,511.413,382.252,22.2371,41.3759,30,40.8541,40.8579,7.82909,65.2004,0,19.0142,99.1598,17.9315,97.6625,99.4065,,
309,309,1687543722,15018,2023-06-23 14:08:41,14:08:41,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002622445,2.622445065,-0.423951624,155.3865362,155.632472,15.8536559,15.8286034,0.106779665,2.959285042,0.104684465,0.065612612,512.8619032,32.35524114,31.36844643,4.60702455,50.10814312,2.139690762,4.270145787,2.467333788,-115.6498274,-212.008304,-16.04098218,169.1627896,-19.14360308,2.626174755,-0.423951624,117.2216273,134.9575152,-3.26972087,65.21577168,2.622445065,17.9111824,20.99247879,-4.62E-05,100.4626318,0,0,1,0,53307,2915.164107,2391.309116,0.820299999,0.175928999,6,0.5,0: Broadleaf,2,TRUE,1687543714,155.3865357,132.9035357,21.00495714,17.91969286,153.4548929,20.87954286,499.9919286,101.7660714,0.099918957,30.03958214,31.36844643,999.9,0,0,9993.995,0,915.1605357,22.48304643,158.7205357,135.3286429,3.085259286,132.9035357,17.91969286,2.137589643,1.823615357,18.50208571,15.99068929,2000.003571,0.980001,0.0199987,0,1.966314286,0,13611.25714,17338.25714,48.982,50.348,49.125,48.375,47.63607143,1960.003571,40,0,1687543722,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,22.10272,7.656490807,0.738162449,0,3.082249,0.044589794,0.005411177,1,1,2,1/2,3.11886,2.75714,0.0338548,0.0285535,0.10649,0.095538,27933.4,27931.3,29495,29067.3,36489.7,34644,45236.5,43232.6,1.70665,1.6389,-0.00527501,0,31.4602,999.9,45.1,52.5,62.2714,65.5696,16.4984,1,1.23001,9.28105,19.9831,5.22777,11.992,4.96895,3.2895,9999,9999,9999,999.9,4.97275,1.87851,1.87672,1.87946,1.87587,1.87925,1.87653,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.857,0.1252,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,19.3,19.1,0.357666,2.71484,1.39893,2.27173,1.44897,2.40601,56.2764,13.3878,18,511.281,382.416,22.2385,41.3759,30.0001,40.85,40.8579,7.12815,65.2004,0,19.0106,85.8014,17.9315,97.6604,99.4051,,
310,310,1687543727,15023,2023-06-23 14:08:46,14:08:46,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002628899,2.628898511,-0.850422702,138.5147047,145.7636207,14.84841695,14.10999589,0.107037928,2.960022214,0.104933201,0.065768905,514.6656974,32.36357711,31.36629259,4.606460337,50.08934322,2.138890172,4.270150166,2.467570165,-115.9344243,-211.714556,-16.01459805,171.002119,-19.58470863,2.627524958,-0.850422702,100.5770254,118.6869152,-3.241848683,65.21577168,2.628898511,17.90202942,20.99050727,-4.02E-06,100.4626318,0,0,1,0,53310,2925.417037,2399.719597,0.820300001,0.175929001,6,0.5,0: Broadleaf,2,TRUE,1687543719,138.5147037,115.4499037,20.99701111,17.9102,136.6338519,20.87173704,500.0023704,101.7663704,0.100041048,30.0396,31.36629259,999.9,0,0,9998.144074,0,925.4211111,23.06489259,141.4855926,117.5553185,3.08679963,115.4499037,17.9102,2.136787407,1.822654074,18.4960963,15.98244074,1999.995926,0.980001,0.0199987,0,1.944218519,0,13609.75556,17338.2037,48.99066667,50.34233333,49.125,48.375,47.63648148,1959.995926,40,0,1687543726,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,22.71790488,6.763490592,0.680669479,0,3.08611,0.018639303,0.002802114,1,1,2,1/2,3.11888,2.7572,0.0299095,0.0245159,0.106484,0.0955029,28047.6,28046.9,29495.6,29067.2,36490.3,34645,45237.2,43232.6,1.7067,1.63875,-0.00699237,0,31.4602,999.9,45.1,52.5,62.2715,65.8196,16.5104,1,1.23008,9.28105,19.9831,5.22687,11.992,4.96845,3.28963,9999,9999,9999,999.9,4.97275,1.87852,1.87678,1.87952,1.8759,1.87927,1.87656,1.87777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.807,0.1251,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,19.4,19.2,0.318604,2.71851,1.39893,2.27295,1.44897,2.40845,56.2764,13.3878,18,511.311,382.305,22.2395,41.3781,30.0001,40.85,40.8538,6.33278,65.2004,0,19.0071,65.7616,17.9315,97.6621,99.405,,
311,311,1687543732,15028,2023-06-23 14:08:51,14:08:51,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002630094,2.630093545,-1.303401569,123.5517872,138.1248876,14.0702938,12.5857836,0.10713195,2.960012331,0.105023557,0.065825698,514.325609,32.36025379,31.360425,4.604923585,50.07917795,2.138328046,4.269894462,2.466595539,-115.9871253,-210.9439169,-15.95581318,171.4387535,-19.8494885,2.629732005,-1.303401569,84.52779216,102.8115818,-3.169707988,65.21577168,2.630093545,17.89328856,20.98348182,-3.44E-05,100.4626318,0,0,1,0,53237,2923.483893,2398.133843,0.820300002,0.175929004,6,0.5,0: Broadleaf,2,TRUE,1687543724,123.5517857,100.122075,20.99148214,17.90201786,121.7167643,20.86630714,499.9954286,101.7663214,0.1001419,30.03855714,31.360425,999.9,0,0,9998.092857,0,923.4971071,23.42983214,126.2010714,101.9471321,3.089456071,100.122075,17.90201786,2.136222143,1.821818571,18.49187143,15.97527143,1999.986786,0.980000786,0.019998911,0,1.925646429,0,13609.47143,17338.13214,48.9865,50.3345,49.125,48.375,47.63828571,1959.986786,40,0,1687543731,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,23.1656,4.818307317,0.510171648,0,3.088550976,0.031759861,0.003664754,1,1,2,1/2,3.11898,2.7561,0.0259874,0.0203026,0.106457,0.0954637,28160.4,28167.5,29495.2,29067.2,36491.1,34646.4,45237.2,43232.8,1.70695,1.63857,-0.00640005,0,31.4602,999.9,45.1,52.5,62.2697,65.8296,16.5144,1,1.23006,9.28105,19.9828,5.22702,11.992,4.9681,3.28953,9999,9999,9999,999.9,4.97275,1.87851,1.87677,1.87952,1.87591,1.87927,1.87654,1.87778,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.759,0.125,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,19.5,19.2,0.280762,2.71973,1.39893,2.27173,1.44897,2.39868,56.2764,13.3965,18,511.468,382.201,22.2385,41.3759,30.0001,40.85,40.8538,5.59804,65.2004,0,18.9995,52.4017,17.9315,97.6616,99.4052,,
312,312,1687543737,15033,2023-06-23 14:08:56,14:08:56,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002632044,2.632044324,-1.937181474,106.9177614,131.5540569,13.40093882,10.89132797,0.107241763,2.961279471,0.105129976,0.065892507,515.9648672,32.36740497,31.35561111,4.603663137,50.06762079,2.137714797,4.269655246,2.46594834,-116.0731547,-210.4214518,-15.90902789,173.5612328,-20.22665738,2.633118892,-1.937181474,67.74408484,86.92200545,-3.192687679,65.21577168,2.632044324,17.88277351,20.97507636,-3.50E-05,100.4626318,0,0,1,0,53336,2932.801704,2405.777236,0.820299999,0.175928999,6,0.5,0: Broadleaf,2,TRUE,1687543729,106.9177593,82.98504074,20.98547407,17.89222593,105.1342852,20.86041111,500.030037,101.7664074,0.099997415,30.03758148,31.35561111,999.9,0,0,10005.26963,0,932.7972593,23.93273704,109.209663,84.49694815,3.093237037,82.98504074,17.89222593,2.135613333,1.820824074,18.48732593,15.96672963,2000.004444,0.980000778,0.019998919,0,1.920814815,0,13611.05556,17338.28889,48.979,50.326,49.125,48.375,47.64337037,1960.004444,40,0,1687543737,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,23.656345,5.139451407,0.542646725,0,3.0909135,0.044213583,0.004464894,1,1,2,1/2,3.11896,2.75654,0.0219781,0.0158766,0.106426,0.0954357,28276.5,28294.2,29495.9,29067.3,36492.6,34647,45237.9,43232.7,1.7066,1.63875,-0.00612065,0,31.4602,999.9,45.1,52.5,62.2679,65.6296,16.5144,1,1.23012,9.28105,19.9831,5.22672,11.992,4.9686,3.28948,9999,9999,9999,999.9,4.97275,1.87851,1.87675,1.87946,1.87588,1.87927,1.87653,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.71,0.1248,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,19.6,19.3,0.240479,2.73315,1.39893,2.27173,1.44897,2.41333,56.3146,13.3878,18,511.25,382.305,22.2367,41.3759,30.0002,40.85,40.8538,4.78531,65.2004,0,18.9931,32.36,17.9315,97.6634,99.4051,,
313,313,1687543834,15130,2023-06-23 14:10:33,14:10:33,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.0026663,2.666299938,10.12809514,406.4639241,243.0421263,24.75945953,41.40774783,0.109529345,2.960876046,0.107327207,0.06727367,500.1437194,32.2126667,31.27372581,4.58226861,50.15736619,2.134899424,4.256402571,2.447369186,-117.5838273,-205.9617604,-15.56350921,161.0346225,10.12842786,2.663849913,10.12809514,427.5103401,415.1411455,-0.000953299,65.21577168,2.666299938,17.82263292,20.95516909,-5.82E-06,100.4626318,0,0,1,0,53174,2842.872677,2332.008443,0.820299995,0.17592899,6,0.5,0: Broadleaf,2,TRUE,1687543826,406.4639355,419.9172581,20.95645484,17.82684839,403.8613548,20.83192903,500.0037742,101.7725484,0.100570919,29.98345484,31.27372581,999.9,0,0,10002.37806,0,842.8388065,-13.45336452,415.1644194,427.5390323,3.129611613,419.9172581,17.82684839,2.132791613,1.814282581,18.46622581,15.91039355,2000.033871,0.980000323,0.019999384,0,1.909125806,0,13640.85806,17338.52581,48.921,50.264,49.07622581,48.312,47.58232258,1960.033871,40,0,1687543833,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,-13.4430561,-0.282242509,0.056297156,0,3.127240976,0.054191289,0.005469665,1,1,2,1/2,3.11888,2.75616,0.0905368,0.0937517,0.106377,0.0952331,26299.8,26063.3,29498.2,29070.5,36501.8,34663.8,45240.9,43237.4,1.7071,1.64075,-0.00591204,0,31.3673,999.9,44.9,52.5,61.9888,65.5296,16.234,1,1.22666,9.28105,19.9834,5.23047,11.992,4.9696,3.29005,9999,9999,9999,999.9,4.97273,1.87851,1.87671,1.87944,1.87586,1.87927,1.87653,1.87776,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.602,0.1245,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,21.2,20.9,1.08521,2.66846,1.39893,2.27173,1.44897,2.5708,56.2382,13.3615,18,511.346,383.289,22.1637,41.3476,29.9997,40.8131,40.813,21.8419,65.2004,0,18.9672,426.611,17.9315,97.6704,99.4161,,
314,314,1687543839,15135,2023-06-23 14:10:38,14:10:38,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.00266953,2.669529759,10.11708391,406.4591955,243.4718236,24.80320641,41.40721984,0.109730849,2.960981034,0.107520765,0.067395338,502.0670136,32.21834998,31.26812759,4.580809106,50.1700265,2.134870725,4.255271273,2.445938381,-117.7262624,-205.8140656,-15.55101149,162.9756742,10.26431345,2.666899834,10.11708391,427.713748,415.1999515,0.02907478,65.21577168,2.669529759,17.82032406,20.95652848,7.41E-06,100.4626318,0,0,1,0,53293,2853.804862,2340.976117,0.820299996,0.175928992,6,0.5,0: Broadleaf,2,TRUE,1687543831,406.4592069,420.077,20.95619655,17.82302069,403.8566897,20.83167241,500.0061034,101.7727586,0.100246824,29.97882759,31.26812759,999.9,0,0,10002.95276,0,853.7783103,-13.61773103,415.1595172,427.7,3.133182069,420.077,17.82302069,2.132769655,1.813897931,18.46605517,15.90706207,2000.026552,0.980000276,0.019999428,0,1.954606897,0,13643.15517,17338.46552,48.91775862,50.25427586,49.06634483,48.30131034,47.57503448,1960.026552,40,0,1687543839,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,-13.51683,-1.20043227,0.221549567,0,3.13081325,0.041617373,0.004244756,1,1,2,1/2,3.11879,2.75672,0.090556,0.0941864,0.10638,0.0952169,26298.9,26050.2,29497.8,29069.8,36501.4,34664,45240.6,43236.9,1.70693,1.64097,-0.00713766,0,31.3617,999.9,44.9,52.5,61.9867,65.6296,16.2861,1,1.22622,9.28105,19.983,5.22717,11.992,4.96855,3.28953,9999,9999,9999,999.9,4.97276,1.87851,1.87675,1.87945,1.8759,1.87927,1.87654,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.603,0.1246,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,21.3,21,1.11328,2.6709,1.39893,2.27173,1.44897,2.54517,56.2382,13.3528,18,511.224,383.409,22.1599,41.3445,29.9998,40.811,40.8101,22.365,65.2004,0,18.9672,440.276,17.9315,97.6694,99.4144,,
