,obs,time..2,elapsed,date,hhmmss..5,averaging,machine,id,id_updated_mk,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,?Vc,Edyn,Hr,Hs,dHs/dt,?Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,,
372,372,1686164845,12643.1,2023-06-07 15:07:25,15:07:25,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686164838,0.002804384,2.804383829,5.670552428,260.4491462,182.2537213,16.55062253,23.6516186,0.130668934,4.121745924,0.12841046,0.080456201,710.1587272,30.25885025,27.99937778,3.79470203,50.08604684,1.873356335,3.740275892,1.921345695,-123.6733269,-55.01546878,-2.905867006,528.5640645,-58.71762257,2.709552292,5.670552428,229.8149475,243.2146606,-3.237975744,65.19555672,2.804383829,19.73430211,20.64030848,4.97E-05,101.7435273,3,1,1,0,47749,4036.617778,3311.237873,0.820300077,0.175929148,1.65,0.5,0: Broadleaf,2,TRUE,1686164838,260.4491481,241.3046296,20.6292037,19.75347037,257.7683704,20.40295926,499.9847407,90.70684444,0.104044926,27.7517963,27.99937778,999.9,0,0,10005.55333,0,2036.62963,19.14466667,265.9351852,246.1675556,0.875734889,241.3046296,19.75347037,1.87121037,1.791775556,16.3946963,15.71520741,1999.988148,0.979996778,0.020003326,0,1.953785185,0,2955.844444,17338.11481,46.99066667,49.13648148,47.22433333,47.03674074,45.861,1959.978148,40.01,0,1686164911,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,19.1909,-1.266315197,0.210386649,0,0.855581725,0.352775876,0.035914209,0,0,2,0/2,3.13149,2.73205,0.0527121,0.0496101,0.094984,0.0926781,27800.2,27711.7,29910.2,29447.7,37422.9,35193.6,45820.7,43792.4,1.76035,1.65362,-0.0146404,0,28.2441,999.9,34.1,45.4,36.9888,64.9911,20.5489,1,0.723171,7.49831,20.0757,5.22852,11.986,4.96895,3.28958,9999,9999,9999,999.9,4.97273,1.87793,1.87609,1.87895,1.87546,1.87895,1.8761,1.87736,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.608,0.2266,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43270.8,43270.9,0.633545,2.65747,1.39893,2.33154,1.44897,2.48047,48.4546,14.0007,18,481.92,386.499,20.0336,35.838,29.9974,35.2163,35.254,12.713,45.5394,0,20.1409,192.516,19.6318,98.9665,100.698,,
373,373,1686164850,12648.1,2023-06-07 15:07:30,15:07:30,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686164842,0.003171549,3.171548664,5.130358748,245.3943554,181.6174562,16.49296167,22.28464038,0.148183622,4.122019708,0.145286548,0.091059666,708.3167645,30.18207813,28.00079286,3.795015084,50.1156802,1.87451633,3.740378905,1.920498754,-139.8652961,-55.22879779,-2.916968535,510.3057021,-59.07244747,2.803175255,5.130358748,212.9372469,226.7794424,-3.293121518,65.19555672,3.171548664,19.73205717,20.68575152,0.009660801,101.7435273,3,1,1,0,47917,4026.148214,3302.649658,0.820300069,0.175929133,1.65,0.5,0: Broadleaf,2,TRUE,1686164842,245.3943571,226.1272143,20.64182857,19.73586429,242.7596786,20.41533929,499.9938571,90.70768214,0.103862179,27.75226786,28.00079286,999.9,0,0,10006.35857,0,2026.179643,19.26729286,250.5662857,230.6798929,0.905967893,226.1272143,19.73586429,1.872371786,1.790193929,16.40444286,15.70143214,1999.968571,0.979996857,0.02000325,0,1.920446429,0,2959.620357,17337.95,46.99321429,49.156,47.24325,47.05767857,45.875,1959.960714,40.00857143,0,1686164916,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,19.28714146,1.46594216,0.313791543,0,0.888160073,0.360865296,0.037507507,0,0,2,0/2,3.13162,2.73253,0.0495719,0.0462932,0.0951204,0.092638,27892,27807.6,29910.1,29447.1,37417.1,35194.3,45820.8,43791.5,1.7601,1.65287,-0.0149384,0,28.2476,999.9,34.1,45.4,36.9873,65.0911,20.5329,1,0.724629,7.83797,20.0603,5.22822,11.986,4.9702,3.28948,9999,9999,9999,999.9,4.97273,1.8779,1.87607,1.87893,1.87546,1.87889,1.8761,1.8773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.557,0.2274,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43270.9,43271,0.599365,2.66235,1.39893,2.33154,1.44897,2.43774,48.4546,13.9657,18,481.858,386.137,20.1452,35.8579,30.0002,35.2301,35.2671,11.9745,45.8299,0,20.1343,172.469,19.5681,98.9663,100.696,,
374,374,1686164855,12653.1,2023-06-07 15:07:35,15:07:35,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686164848,0.003119057,3.11905717,4.545375565,228.4829984,170.7847212,15.50940038,20.74912952,0.145719859,4.120725584,0.142916476,0.089570178,708.4836045,30.1978482,28.00785926,3.796578701,50.15733329,1.876560812,3.74134885,1.920017888,-137.5504212,-55.79503086,-2.947969325,512.1901831,-60.18230231,2.926101991,4.545375565,196.1498207,210.2446061,-3.304777112,65.19555672,3.11905717,19.68936318,20.69100485,0.000868002,101.7435273,3,1,1,0,47882,4027.097778,3303.428473,0.820300041,0.175929079,1.65,0.5,0: Broadleaf,2,TRUE,1686164848,228.483,208.8424074,20.66410741,19.7183963,225.9008148,20.43718148,499.973037,90.70865185,0.103923556,27.75670741,28.00785926,999.9,0,0,10002.00889,0,2027.113333,19.6407037,233.3037407,213.0435556,0.945710741,208.8424074,19.7183963,1.874412222,1.788628519,16.42154815,15.68776296,1999.984444,0.979997444,0.020002667,0,1.911574074,0,2964.602963,17338.07778,47.02296296,49.18948148,47.26607407,47.09,45.89107407,1959.98,40.00518519,0,1686164920,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,19.39615122,3.923477352,0.419199562,0,0.920504951,0.413556355,0.043693883,0,0,2,0/2,3.13151,2.73269,0.0463472,0.0429198,0.0951189,0.0924739,27985.3,27904.9,29908.9,29446.3,37415.8,35199.2,45819.2,43789.9,1.75972,1.65272,-0.0144169,0,28.2524,999.9,34.1,45.4,36.9888,64.9811,20.3926,1,0.727297,8.16371,20.0447,5.22897,11.986,4.9706,3.2895,9999,9999,9999,999.9,4.97272,1.8779,1.87607,1.87887,1.87545,1.87885,1.87607,1.87729,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.506,0.2274,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43271,43271.1,0.55542,2.64648,1.39893,2.33154,1.44897,2.56836,48.4854,13.9569,18,481.732,386.132,20.1754,35.8745,30.0017,35.2454,35.2816,11.1482,46.113,0,20.1189,159.098,19.5434,98.9628,100.692,,
375,375,1686164860,12658.1,2023-06-07 15:07:40,15:07:40,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686164852,0.003045918,3.045918448,3.639943043,213.2876416,165.0813521,14.99160418,19.36938279,0.142231285,4.123308056,0.139560837,0.087461276,710.0412338,30.22681848,28.01405714,3.797950599,50.16337948,1.877882964,3.743533597,1.920067635,-134.3250036,-54.98565606,-2.903620272,517.8269539,-61.34435063,3.071750566,3.639943043,179.1620835,193.6720364,-3.328286166,65.19555672,3.045918448,19.64079851,20.66269152,-0.005080785,101.7435273,3,1,1,0,47900,4035.9525,3310.691912,0.820300019,0.175929036,1.65,0.5,0: Broadleaf,2,TRUE,1686164852,213.2876429,193.25975,20.67847143,19.68573214,210.7533571,20.45126071,499.9884643,90.70938214,0.104050107,27.76670357,28.01405714,999.9,0,0,10010.39536,0,2035.971429,20.02796429,217.7912857,197.1412857,0.992732929,193.25975,19.68573214,1.87573,1.78568,16.43259643,15.66195714,1999.981071,0.979997714,0.020002404,0,1.924589286,0,2969.736071,17338.05357,47.04207143,49.2185,47.28542857,47.11589286,45.91042857,1959.979643,40.00214286,0,1686164926,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,19.7951,4.723258537,0.473187425,0,0.96604339,0.603744063,0.060266796,0,0,2,0/2,3.13175,2.7331,0.0430384,0.0394221,0.0950133,0.0920927,28080.5,28005.7,29907,29445.3,37417.6,35212.8,45816.4,43788.7,1.7599,1.6523,-0.0142679,0,28.2578,999.9,34.1,45.4,36.9872,64.6012,20.2925,1,0.730628,8.42233,20.0321,5.23002,11.986,4.97065,3.28955,9999,9999,9999,999.9,4.97272,1.8779,1.87607,1.87887,1.87544,1.87883,1.87607,1.87729,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.454,0.2268,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43271,43271.1,0.517578,2.65259,1.39893,2.33154,1.44897,2.56836,48.4854,13.9306,18,481.909,385.966,20.1641,35.8919,30.0026,35.2584,35.296,10.3906,46.113,0,20.1037,138.919,19.5446,98.9566,100.689,,
376,376,1686164865,12663.1,2023-06-07 15:07:45,15:07:45,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686164858,0.002997704,2.997704382,3.268323045,196.1444804,152.0480516,13.80816665,17.81276145,0.139739883,4.121231102,0.137159981,0.085952815,711.8455953,30.25545007,28.02067778,3.79941655,50.09908222,1.876644154,3.745865335,1.922772396,-132.1987632,-54.05978996,-2.856412952,522.7306291,-62.35463399,3.240018865,3.268323045,162.2567661,176.9751455,-3.346029221,65.19555672,2.997704382,19.52907476,20.59780364,-0.013534279,101.7435273,3,1,1,0,47762,4046.20963,3319.10575,0.820299998,0.175928995,1.65,0.5,0: Broadleaf,2,TRUE,1686164858,196.1444815,175.776963,20.66458889,19.61746667,193.664963,20.43764074,499.9948889,90.71004074,0.104451815,27.77736667,28.02067778,999.9,0,0,10003.51296,0,2046.193704,20.36745185,200.2836667,179.2953333,1.047115037,175.776963,19.61746667,1.874484815,1.779501111,16.42214815,15.60778519,2000.015926,0.979998333,0.020001781,0,1.952025926,0,2975.994444,17338.34815,47.06666667,49.24296296,47.30740741,47.15255556,45.93240741,1960.015926,40,0,1686164931,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,20.10429756,3.99677561,0.397765786,0,1.006974732,0.648312878,0.064902509,0,0,2,0/2,3.13155,2.73329,0.0396279,0.0358267,0.0948014,0.0919742,28179.4,28109.3,29906,29444.4,37424.8,35215.7,45814.8,43787,1.75935,1.65213,-0.0138953,0,28.2651,999.9,34.1,45.4,36.9908,64.9712,20.5008,1,0.733356,8.58676,20.0236,5.23047,11.986,4.97105,3.28965,9999,9999,9999,999.9,4.97267,1.87791,1.87607,1.87891,1.87544,1.87888,1.87608,1.8773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.4,0.2256,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43271.1,43271.2,0.476074,2.66724,1.39893,2.33032,1.44897,2.52441,48.4854,13.9044,18,481.687,385.938,20.1358,35.911,30.0026,35.2746,35.3089,9.55227,46.113,0,20.0767,125.544,19.5793,98.9532,100.686,,
377,377,1686164870,12668.1,2023-06-07 15:07:50,15:07:50,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686164862,0.002959984,2.959983809,2.738174539,180.7782133,142.7539249,12.96422733,16.41741098,0.137512053,4.121082084,0.135012875,0.084603805,710.3133886,30.26443725,28.03167857,3.801853455,49.9788683,1.873054251,3.747692405,1.928799204,-130.535286,-54.64651289,-2.887797226,522.2437926,-63.25734513,3.281866602,2.738174539,145.2016593,160.1818061,-3.363814985,65.19555672,2.959983809,19.51862031,20.54880545,-0.009960464,101.7435273,3,1,1,0,47838,4037.500357,3311.961537,0.820299999,0.175928997,1.65,0.5,0: Broadleaf,2,TRUE,1686164862,180.7782143,160.0995,20.62489643,19.56423929,178.3486071,20.39870714,500.01025,90.71052143,0.104686179,27.78571786,28.03167857,999.9,0,0,10002.97143,0,2037.490357,20.67861429,184.5859286,163.2951071,1.060646786,160.0995,19.56423929,1.870893929,1.774682143,16.39201071,15.56549643,2000.01,0.979998357,0.020001754,0,1.952164286,0,2981.905,17338.3,47.08225,49.27214286,47.32325,47.1715,45.94825,1960.01,40,0,1686164935,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,20.49326829,3.849744251,0.382790831,0,1.044449854,0.262232425,0.039704394,0,0,2,0/2,3.13163,2.73315,0.0361209,0.0321414,0.0946469,0.0919462,28280.5,28215,29904.4,29442.9,37429.1,35214.8,45812.6,43784.8,1.75952,1.65155,-0.0131875,0,28.2711,999.9,34.1,45.4,36.9897,64.9511,20.609,1,0.735523,8.71784,20.0169,5.23002,11.986,4.9706,3.28958,9999,9999,9999,999.9,4.97265,1.8779,1.87607,1.87887,1.87545,1.87886,1.87607,1.87729,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.346,0.2246,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43271.2,43271.3,0.438232,2.677,1.39893,2.33154,1.44897,2.42065,48.4854,13.8694,18,481.864,385.683,20.0962,35.9276,30.0023,35.2876,35.3228,8.79239,46.113,0,20.0278,105.459,19.5793,98.9482,100.681,,
378,378,1686164875,12673.1,2023-06-07 15:07:55,15:07:55,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686164868,0.002962056,2.962055555,2.440793096,163.451851,129.3888335,11.75050797,14.84395697,0.137156594,4.118408637,0.134668612,0.084387658,704.9038276,30.24729808,28.03915926,3.803511362,49.84021003,1.868389083,3.748758446,1.935122279,-130.62665,-55.19048859,-2.918616614,516.1680725,-64.01929868,3.256790455,2.440793096,128.2474746,143.3449576,-3.367595711,65.19555672,2.962055555,19.51281267,20.5165097,-0.006278978,101.7435273,3,1,1,0,47899,4006.751852,3286.738534,0.820299998,0.175928995,1.65,0.5,0: Broadleaf,2,TRUE,1686164868,163.4518519,142.5021852,20.57346667,19.52088889,161.0794074,20.34826667,500.0246667,90.71068148,0.10479037,27.79058889,28.03915926,999.9,0,0,9994.190741,0,2006.735556,20.9495963,166.8857407,145.3395185,1.052562593,142.5021852,19.52088889,1.866231481,1.770752593,16.35283704,15.53097778,2000.016296,0.979998556,0.020001556,0,1.975633333,0,2989.016296,17338.35185,47.104,49.29362963,47.34466667,47.187,45.965,1960.016296,40,0,1686164941,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,20.72268537,3.466032753,0.347457226,0,1.050795366,-0.045745296,0.031167112,1,1,2,1/2,3.13162,2.7331,0.0325219,0.0283944,0.0945418,0.0919312,28384.3,28322.3,29902.8,29441.3,37431.8,35213.5,45810.8,43782.7,1.75915,1.6516,-0.0146404,0,28.2771,999.9,34.1,45.4,36.9888,64.9312,20.4367,1,0.737967,8.85438,20.0102,5.22957,11.986,4.9706,3.2895,9999,9999,9999,999.9,4.97268,1.87789,1.87607,1.87882,1.87538,1.87882,1.87607,1.87728,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.29,0.2241,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43271.3,43271.4,0.395508,2.6709,1.39893,2.33154,1.44897,2.46826,48.4854,13.8781,18,481.735,385.797,20.0444,35.9443,30.0024,35.3023,35.3381,7.95059,46.113,0,19.9871,92.0901,19.5887,98.9437,100.676,,
379,379,1686164880,12678.1,2023-06-07 15:08:00,15:08:00,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686164872,0.00300224,3.002240244,1.600184917,147.9573209,124.4101187,11.2983946,13.43685073,0.138694514,4.120666471,0.136152348,0.08531974,701.1370722,30.22444897,28.04568929,3.804959095,49.74181299,1.864930664,3.749221333,1.94002843,-132.3987948,-56.20162919,-2.970587889,509.5660604,-64.60294347,3.160400068,1.600184917,111.3075267,126.6083515,-3.350789057,65.19555672,3.002240244,19.50895454,20.49576121,-0.002226514,101.7435273,3,1,1,0,47865,3985.341071,3269.175282,0.8203,0.175929001,1.65,0.5,0: Broadleaf,2,TRUE,1686164872,147.9573214,126.7937857,20.53532857,19.51386786,145.6367857,20.31086071,500.0266071,90.71094286,0.104777857,27.79270357,28.04568929,999.9,0,0,10001.5625,0,1985.343571,21.16337143,151.0597143,129.3174643,1.02144675,126.7937857,19.51386786,1.862777143,1.770120357,16.32376786,15.52541429,1999.9975,0.979998464,0.020001646,0,2.014732143,0,2995.720714,17338.18929,47.11825,49.32325,47.36596429,47.20725,45.98425,1959.9975,40,0,1686164946,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,21.02711951,2.763321951,0.276886056,0,1.040497537,-0.386743254,0.038753987,0,0,2,0/2,3.13146,2.73326,0.0288646,0.02454,0.0944728,0.0919181,28490.1,28433.6,29901.5,29440.5,37432.7,35213,45808.6,43781.8,1.75882,1.65125,-0.0146553,0,28.2826,999.9,34.1,45.4,36.986,64.7912,20.5809,1,0.739505,8.92614,20.0065,5.22942,11.986,4.9705,3.28953,9999,9999,9999,999.9,4.97268,1.87789,1.87607,1.87885,1.8754,1.87883,1.87607,1.87729,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.233,0.2236,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43271.4,43271.5,0.357666,2.66479,1.39893,2.33154,1.44897,2.56226,48.5162,13.8694,18,481.629,385.664,19.9968,35.9634,30.0019,35.3162,35.3504,7.18567,46.113,0,19.9401,72.0211,19.6107,98.9393,100.673,,
380,380,1686164885,12683.1,2023-06-07 15:08:05,15:08:05,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686164878,0.002999003,2.999002844,0.838288865,130.5687775,116.3765139,10.56884876,11.85773328,0.138427142,4.120910434,0.135894819,0.085157922,699.6767911,30.21764363,28.04102593,3.803925161,49.67383855,1.862269404,3.748994357,1.941655756,-132.2560254,-55.39927969,-2.927922418,509.0935636,-65.22897478,3.079042796,0.838288865,94.23593008,109.8095152,-3.354172648,65.19555672,2.999002844,19.5070435,20.48156061,-0.000698431,101.7435273,3,1,1,0,47791,3977.040741,3262.366515,0.820299999,0.175928998,1.65,0.5,0: Broadleaf,2,TRUE,1686164878,130.5687778,109.1766852,20.50596296,19.51075185,128.3072963,20.28206296,500.0187037,90.71121852,0.104775222,27.79166667,28.04102593,999.9,0,0,10002.33185,0,1977.032593,21.39193333,133.3024444,111.3493037,0.995200407,109.1766852,19.51075185,1.860119259,1.769842963,16.30135926,15.52295926,2000.008148,0.979998556,0.020001552,0,1.988522222,0,3004.052963,17338.27778,47.125,49.34466667,47.39796296,47.229,45.99533333,1960.008148,40,0,1686164950,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,21.22656585,2.638039024,0.263843445,0,1.017218366,-0.316270955,0.031793057,0,0,2,0/2,3.13159,2.73316,0.025124,0.0206425,0.0944318,0.091971,28598.7,28546.7,29900.7,29440.3,37433.3,35210.6,45807.6,43781.6,1.75875,1.65112,-0.0154972,0,28.2869,999.9,34.1,45.4,36.9873,64.8612,20.3766,1,0.74143,8.98591,20.0032,5.22972,11.986,4.97065,3.28945,9999,9999,9999,999.9,4.97266,1.8779,1.87607,1.87887,1.87542,1.87886,1.87607,1.87729,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.176,0.2234,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43271.5,43271.6,0.314941,2.68066,1.39893,2.33154,1.44897,2.54517,48.5162,13.8694,18,481.666,385.669,19.9418,35.9809,30.0018,35.3299,35.3641,6.33933,45.8336,0,19.9013,58.6622,19.6282,98.9369,100.673,,
381,381,1686164890,12688.1,2023-06-07 15:08:10,15:08:10,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686164882,0.002933143,2.933143205,0.085982773,115.0888821,110.0898166,9.997995762,10.45199449,0.135294639,4.120360639,0.132874231,0.083260252,701.2244577,30.23424625,28.03776429,3.803202154,49.6473551,1.860978225,3.748393487,1.942223928,-129.3516153,-55.27717659,-2.921771446,513.6738943,-65.87810297,3.010814624,0.085982773,77.24067478,93.07752606,-3.356095663,65.19555672,2.933143205,19.53844383,20.48545091,0.000150475,101.7435273,3,1,1,0,47799,3985.837857,3269.582789,0.820299999,0.175928997,1.65,0.5,0: Broadleaf,2,TRUE,1686164882,115.0888821,93.46326071,20.49158214,19.51836429,112.8807786,20.26795714,499.9954643,90.71181071,0.104906714,27.78892143,28.03776429,999.9,0,0,10000.46429,0,1985.828571,21.6255,117.49665,95.32373929,0.973221036,93.46326071,19.51836429,1.858828214,1.770545357,16.29046071,15.52913929,2000.009286,0.979998464,0.020001636,0,1.97435,0,3011.790714,17338.28929,47.13385714,49.36375,47.41707143,47.24775,46.0155,1960.009286,40,0,1686164956,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,21.5005878,2.917762369,0.290683916,0,0.985305049,-0.272839401,0.027186332,0,0,2,0/2,3.13155,2.73344,0.0213141,0.0166544,0.0944472,0.0920126,28709.1,28661.7,29899.6,29439.6,37431.1,35207.7,45806.1,43780.3,1.75865,1.65077,-0.0163093,0,28.2892,999.9,34.1,45.4,36.9875,64.8712,20.3405,1,0.7428,8.97792,20.004,5.23002,11.986,4.97065,3.28948,9999,9999,9999,999.9,4.97265,1.8779,1.87607,1.87885,1.87541,1.87883,1.87607,1.87729,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.119,0.2235,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43271.5,43271.6,0.2771,2.69653,1.39893,2.33032,1.44897,2.46704,48.5162,13.8518,18,481.687,385.546,19.8967,35.9969,30.0016,35.3432,35.3783,5.5705,45.8336,0,19.8722,38.6146,19.6329,98.9335,100.67,,
382,382,1686164895,12693.1,2023-06-07 15:08:15,15:08:15,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686164888,0.002972949,2.972948672,-0.353637474,97.71645197,98.45053083,8.94107741,8.874409858,0.137366191,4.117993899,0.134870428,0.084514475,702.8748592,30.23060854,28.02365926,3.800076876,49.6494644,1.860565226,3.747402412,1.939511649,-131.1070364,-53.11942209,-2.809072281,515.8393284,-66.72709954,2.961842367,-0.353637474,60.12362494,76.21509515,-3.378579411,65.19555672,2.972948672,19.53728401,20.49651394,0.000235761,101.7435273,3,1,1,0,47883,3995.218889,3277.278052,0.820299999,0.175928999,1.65,0.5,0: Broadleaf,2,TRUE,1686164888,97.71645185,75.79190741,20.48675185,19.52936296,95.5690963,20.26321852,499.9974815,90.71287407,0.105096481,27.78439259,28.02365926,999.9,0,0,9992.59,0,1995.214815,21.9245037,99.76016667,77.30138148,0.957396407,75.79190741,19.52936296,1.858412222,1.771563333,16.28694815,15.53811111,2000.004074,0.979998444,0.020001656,0,1.933451852,0,3021.372593,17338.24815,47.15485185,49.38648148,47.437,47.25688889,46.03674074,1960.004074,40,0,1686164961,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,21.70437561,3.250419512,0.322625615,0,0.971307488,-0.207336376,0.021837459,0,0,2,0/2,3.1316,2.73366,0.0174106,0.0125668,0.0944829,0.0921141,28822.8,28779.7,29899.1,29438.8,37428.7,35202.5,45805.3,43779.1,1.7588,1.65073,-0.0168011,0,28.2923,999.9,34.1,45.4,36.9867,64.9112,20.5529,1,0.744073,8.94332,20.0061,5.23032,11.986,4.9707,3.28958,9999,9999,9999,999.9,4.97271,1.8779,1.87607,1.87885,1.87543,1.87883,1.87607,1.87729,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.059,0.2237,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43271.6,43271.7,0.234375,2.70874,1.39893,2.33032,1.44897,2.42554,48.5162,13.8518,18,481.866,385.601,19.8639,36.0143,30.0014,35.3592,35.3932,4.7298,45.558,0,19.8627,25.2512,19.6319,98.9317,100.667,,
